serial_number,stock_code,stock_abbr,net_cash_flow,net_cash_flow_yoy_growth,operating_cf_net_amount,operating_cf_ratio_of_net_cf,operating_cf_cash_from_sales,investing_cf_net_amount,investing_cf_ratio_of_net_cf,investing_cf_cash_for_investments,investing_cf_cash_from_investment_recovery,financing_cf_cash_from_borrowing,financing_cf_cash_for_debt_repayment,financing_cf_net_amount,financing_cf_ratio_of_net_cf,report_period,report_year
815,000650,仁和药业,-160744.452366,5.175742115156081,21088.131569,-13.11904159590174,384950.67218600004,-153908.819255,95.74751538209486,498102.06264099997,352495.16447899997,0.0,0.0,-27923.76468,17.371526213806877,2023Q3,2023
817,000650,仁和药业,-152504.96174,-90.37792631127583,11010.220228,-7.219581646642364,265284.30175700004,-135516.417288,88.86033329134358,334247.221308,207357.77678900003,0.0,0.0,-27998.76468,18.359248355298792,2023H1,2023
819,000650,仁和药业,-21062.963347,-145.32251116387113,49946.906618,-237.13143205518583,539521.510974,-29403.982779,139.60040804604074,623355.9205100001,604607.23677,0.0,0.0,-41605.887186,197.53102400914509,2023FY,2023
821,000650,仁和药业,-154234.9874,14.19436342635617,11270.440896,-7.307317934789159,112380.61806300002,-159824.02362,103.62371490037154,347062.245144,192264.44376300002,0.0,0.0,-5681.404676,3.683603034417598,2024Q1,2024
823,000650,仁和药业,-214877.803117,-33.6766525713394,29836.39417,-13.885284444086675,337561.748106,-217212.164149,101.08636676200982,690200.6003609999,492311.31040600006,0.0,0.0,-27502.033138,12.798917682076851,2024Q3,2024
825,000650,仁和药业,-164792.95304300002,-8.05743705830985,55370.891251,-33.60027854865364,248814.059675,-202314.653797,122.76899591950956,507617.79476099997,319951.374806,0.0,0.0,1449.5953240000001,-0.8796464273698354,2024H1,2024
828,000650,仁和药业,-28896.421038,-37.190672375716396,55725.808344000005,-192.84674829010223,468213.987022,-46243.850510000004,160.03314199079327,983681.759998,956851.469644,0.0,0.0,-38378.378872,132.81360629930893,2024FY,2024
830,000650,仁和药业,-181303.172895,-17.549964473884337,11828.533456000001,-6.524173442265339,85346.197241,-192915.628932,106.40499327815142,412062.908613,219780.0884,0.0,0.0,-216.077419,0.11918016411391716,2025Q1,2025
831,000650,仁和药业,-125059.883799,41.7995335093288,84048.426313,-67.2065443848366,318389.996358,-185282.082192,148.15468922855464,5612.450312,650159.622745,0.0,0.0,-23826.227919999998,19.05185515628195,2025Q3,2025
833,000650,仁和药业,-139376.96248800002,15.422983862888914,75775.129188,-54.36704017317355,223932.488379,-185347.087801,132.98258513630464,4241.163549,460056.09791099996,0.0,0.0,-21173.864033,15.191796158438317,2025H1,2025
836,002603,以岭药业,85718.261741,405.3821529941192,348773.641611,406.8837077737634,1384317.510637,-199480.082761,-232.71596823059056,346187.303997,167303.811113,184981.2,220000.9,-63700.097062,-74.31333273471122,2022FY,2022
838,002603,以岭药业,-87034.84873,-424.83884027398835,40034.293275,-45.99800408592036,368644.667787,-146428.237884,168.24092880111795,230129.388889,93348.5,20000.0,80000.0,19376.802701,-22.263269234959925,2023Q1,2023
839,002603,以岭药业,-81906.287515,-216.80584918348887,14462.259834999999,-17.65708137162417,742841.581471,-111128.70718800001,135.677871088527,328680.233333,299100.0,110000.0,35000.0,14717.930113,-17.969231129300805,2023Q3,2023
842,002603,以岭药业,-15743.432600999999,-123.031837582699,68053.784822,-432.26776870551936,600208.886543,-116629.21440799999,740.8118506544239,322700.233333,216600.0,60000.0,15000.0,32777.853825,-208.20017245107016,2023H1,2023
843,002603,以岭药业,-96402.902167,-212.46483562427332,-143566.001388,148.9229039384092,918114.427441,-89921.78739,93.2770542884978,427492.282855,369133.687328,120000.0,65030.0,-22059.498144,22.882607938281822,2023FY,2023
845,002603,以岭药业,26433.715828,130.37141583367696,11700.527196,44.26364901602739,193687.674092,7730.487773000001,29.244801689255723,134100.0,146777.578474,40000.0,40133.45,7002.162814,26.489513844977242,2024Q1,2024
847,002603,以岭药业,1460.5313720000001,101.78317369314598,32262.983107999997,2208.9893943065535,543588.461479,-11.567432,-0.7920016113149263,191240.0,213300.0,77000.0,90296.9,-30788.903002999996,-2108.0617365198227,2024Q3,2024
850,002603,以岭药业,31345.266551,299.1005859104005,30971.445063,98.80740689382309,388435.4831,13811.949213999998,44.06390735751889,176300.0,199300.0,46000.0,60163.45,-8887.875048,-28.354759828055926,2024H1,2024
851,002603,以岭药业,-3003.095508,96.884849480156,61101.317111000004,-2034.6111852996721,737442.62247,161203.376583,-5367.907086323677,225340.0,403840.0,87000.0,226970.0,-225318.31657199998,7502.86882224593,2024FY,2024
853,002603,以岭药业,14150.491347,-46.46802046645654,34009.710741,240.34296694729468,203527.522573,-19837.980759000002,-140.19287579866116,43980.0,28000.0,40000.0,40133.45,-29.376,-0.20759703164814777,2025Q1,2025
856,002603,以岭药业,19013.942687,,127823.896904,672.2640275517098,612372.551493,-108102.69372000001,-568.5443334901329,17204.190595,89300.0,77000.0,90296.9,-730.724728,-3.8430994561669896,2025Q3,2025
858,002603,以岭药业,17980.381175,-42.63765106050318,144248.485372,802.254879738388,409695.17180300003,-64695.700758000006,-359.8127321569422,8765.776476000001,79300.0,46000.0,60163.45,-542.3118139999999,-3.0161307967932998,2025H1,2025
859,002317,众生药业,-10289.683595,66.51018597910591,52200.823688,-507.3122337149959,219174.12904600002,-52672.647101999995,511.8976362654618,41637.0,13731.2,16459.539745,58067.638,35760.422123000004,-347.53665448349483,2022FY,2022
861,002317,众生药业,12876.896021999999,-5.935027871399823,-14589.498866,-113.29981108082292,41504.576366,26156.620884,203.12830700280392,0.0,35430.0,48802.615764999995,58639.916,1311.585112,10.185568865036846,2023Q1,2023
863,002317,众生药业,68562.087475,243.42103630294153,5564.306222,8.115718798715005,177568.933703,-18939.957793,-27.624534915023023,31040.0,37880.558377,96674.138072,74319.948,81895.916452,119.44781652376318,2023Q3,2023
865,002317,众生药业,67790.955854,789.9226433893886,-16260.499716,-23.98623756098071,119895.15263099999,6216.84966,9.170618088626899,13000.0,37586.7769,70285.033012,71219.948,55232.616109,81.47490386173838,2023H1,2023
867,002317,众生药业,28949.058138999997,381.3406055854528,20271.01447,70.02305350546452,240991.16841999997,-74323.696597,-256.7396018210056,85584.322563,39965.023459,39669.425907,104655.633,84171.77502999999,290.7582506686264,2023FY,2023
869,002317,众生药业,-28592.392525,-322.0441360724688,-7944.83076,27.786519624244,41515.001358999994,8871.911427,-31.02892288304579,20000.0,32000.0,100.0,29483.184,-29519.711229,103.24323577745092,2024Q1,2024
871,002317,众生药业,-44140.748493,-164.38069510222422,30046.040193,-68.06871477896395,178036.60201600002,12062.417408,-27.32717006353642,85000.0,107149.77142599999,100.0,72195.537,-86247.766114,195.39262259605198,2024Q3,2024
873,002317,众生药业,-24113.389946,-135.57021676745865,21263.316411,-88.18053562198219,116628.01131900001,43666.877951,-181.08975158112762,39000.0,88000.0,100.0,72195.537,-89044.433437,369.2738086034683,2024H1,2024
875,002317,众生药业,16035.960206,-44.60628000744366,33784.226204,210.6779124542809,233776.023514,38466.882639999996,239.87888561613704,98000.0,154587.237566,30189.062091000003,72195.537,-56217.181713,-350.5694762946956,2024FY,2024
877,002317,众生药业,-40813.351892,-42.74199634156008,-2861.496791,7.01117810311702,39664.611236000004,1804.126734,-4.420432653446517,24000.0,31017.0,4889.507479,0.0,-39755.785476,97.40877343571651,2025Q1,2025
879,002317,众生药业,-43233.30993,2.055784267328183,15498.512574,-35.84854502024939,163349.59064,-6314.927518,14.606625142106022,65650.0,75795.019191,20930.434288,10000.0,-52415.310956,121.23825596713917,2025Q3,2025
881,002317,众生药业,-37625.272361,-56.03476925168456,11642.338156,-30.94286745434358,101170.6645,12033.512429999999,-31.982525772951437,43100.0,64028.549191,20930.434288,10000.0,-53624.639326,142.52292664221068,2025H1,2025
883,300181,佐力药业,84835.16019400001,,31859.110518999998,37.5541349201734,180028.336754,-11333.859808,-13.359861385399482,24845.0,30270.0,23200.0,28200.0,64309.92488300001,75.80574461807682,2022FY,2022
885,300181,佐力药业,-5356.443028,-71.66560383434474,1201.322766,-22.427621459245735,50280.383479000004,-6424.8767609999995,119.94670208223859,1500.0,1075.0,7800.0,7800.0,-132.871143,2.480585386709727,2023Q1,2023
887,300181,佐力药业,-6187.506356,-77.5088616356233,22395.198161,-361.9422247426618,154252.297409,-11514.836594,186.09817802989582,3100.0,4075.0,25969.942854,20483.069032,-17067.890188,275.84440655078015,2023Q3,2023
890,300181,佐力药业,-11686.294025,-129.77797978173948,12319.185279000001,-105.41567114986225,101773.440434,-9296.721655,79.55235111415058,3100.0,3175.0,20179.942854,12800.0,-14708.783649,125.86354251856162,2023H1,2023
891,300181,佐力药业,-13443.481153,-115.84659134521303,28846.103845999998,-214.57317132149808,204386.416502,-26357.594038,196.06226793510348,18100.0,4075.0,19600.0,20483.069032,-15932.002386000002,118.51098837182266,2023FY,2023
893,300181,佐力药业,6858.537490000001,228.04275998359412,1706.7450039999999,24.884970104610446,53169.755245,7416.068649,108.12900942530241,1500.0,15000.0,6940.0,8940.0,-2264.277073,-33.013992798047674,2024Q1,2024
895,300181,佐力药业,-14529.59897,-134.82156031905657,21412.584927,-147.3721674714605,183598.945616,-357.562185,2.4609226017750165,3100.0,15100.0,37768.0678,21136.873822,-35584.618558999995,244.91122316915533,2024Q3,2024
897,300181,佐力药业,-2555.2446170000003,78.13468828070155,21534.729372,-842.7658639305921,125627.028578,5422.203522,-212.1989998893323,3100.0,15100.0,20106.316775,16336.873822,-29512.183104000003,1154.9650827030782,2024H1,2024
900,300181,佐力药业,-15258.933975,-13.504335680158775,29704.724039999997,-194.6710306805689,260904.541496,-11025.073528,72.25323568516195,18100.0,15100.0,52915.9125,32436.873822,-33938.600722,222.41790139209252,2024FY,2024
902,300181,佐力药业,-6733.52632,-198.17729114724133,-7743.838001000001,115.00419888460465,51846.73048,-12998.016109,193.034310572057,0.0,15000.0,17600.0,8100.0,14008.330344999998,-208.03854740111865,2025Q1,2025
904,300181,佐力药业,-10696.486191,26.38140795843314,26600.144172,-248.6811434803824,213956.408367,-22988.565580000002,214.9169846013781,21347.048325,15100.0,68110.0,44740.0,-14308.055128999998,133.76406862506647,2025Q3,2025
905,300181,佐力药业,-5264.76407,-106.03757601028143,28958.401202999998,-550.0417647964991,149532.528198,-16633.643532,315.9428097981226,14992.143532,15100.0,49430.0,28040.0,-17589.511387000002,334.0987583323938,2025H1,2025
907,002390,信邦制药,28335.189793999998,123.67295485847099,59079.658574,208.50278047726425,643819.2704329999,29798.428799,105.16403460021944,9755.0,1703.2032120000001,98100.0,201947.0,-18942.426815,-66.85124381630602,2022FY,2022
909,002390,信邦制药,1482.005326,-72.83548810696257,217.87407799999997,14.701301957399307,146564.350599,-4820.972541,-325.30062182785974,240.0,23.904382000000002,35000.0,28090.0,6085.072762,410.5972262882408,2023Q1,2023
911,002390,信邦制药,18276.415453999998,-71.48546488858369,72813.512251,398.4014941784656,494439.26973500004,-4479.324106,-24.508767144596998,1240.0,1703.2032120000001,106650.0,133919.000001,-50057.844393,-273.8931193536875,2023Q3,2023
913,002390,信邦制药,-8517.389626,-115.65999855441788,18040.636355000002,-211.8094527451174,314031.56002800004,-1800.0985269999999,21.134392179325197,240.0,23.904382000000002,64850.0,78119.000001,-24758.128484,290.67742079596627,2023H1,2023
915,002390,信邦制药,-6632.074823,-123.40578930727455,79061.803035,-1192.1126516970842,659679.667328,5025.908993,-75.78184998109754,30.0,438.68377000000004,121050.0,181669.000001,-90719.97995800001,1367.8974133914112,2023FY,2023
917,002390,信邦制药,-18678.865614,,254.73255899999998,-1.3637474794458362,146050.28966900002,-6105.303328,32.68562156913862,0.0,1.040593,24410.0,33310.0,-12828.34508,68.67839485062211,2024Q1,2024
920,002390,信邦制药,-2241.871979,-112.26647525409223,42984.627578,-1917.3542459446567,465972.610545,-9214.188378,411.0042172037871,0.0,254.648179,58300.0,73100.0,-36012.371886,1606.352736611817,2024Q3,2024
922,002390,信邦制药,-1970.4355289999999,76.86573450878552,18118.571237,-919.5211398870388,306760.948648,-5950.144340999999,301.97102383855764,0.0,254.648179,52410.0,49210.0,-14138.850102,717.5494906537489,2024H1,2024
924,002390,信邦制药,20203.046616,404.62633723515813,63496.896259,314.293668009027,628555.528101,13913.138715000001,68.86653770318658,650.0,309.971453,89510.0,90010.0,-31790.666041000004,-157.35580204929624,2024FY,2024
926,002390,信邦制药,-2054.019186,89.00351215942956,5502.006459,-267.8653878455057,138005.767415,-3484.732193,169.65431563403126,0.0,1.040593,15300.0,12000.0,-4071.413175,198.2169009301552,2025Q1,2025
928,002390,信邦制药,-1154.785924,48.490104037292134,46158.230236,-3997.124425981486,439291.042884,-5520.499086,478.05389477539217,0.0,1000.0,38200.0,61320.0,-41792.331093,3619.0544259699514,2025Q3,2025
930,002390,信邦制药,2426.151929,223.12769909458936,22742.56478,937.3924406034178,291694.630183,22678.73561,934.7615596088252,400.0,1000.0,35800.0,40930.0,-15831.179174,-652.5221683262524,2025H1,2025
931,002907,华森制药,-2424.135804,52.87200084876504,1304.4979349999999,-53.8129065561213,66428.344323,-529.2524860000001,21.832625264916885,7796.0,13000.0,0.0,1200.0,-3234.584066,133.43246119556096,2022FY,2022
934,002907,华森制药,14139.626772999998,232.20552640932985,9937.000576999999,70.2776723638489,18379.560387999998,-2785.8952440000003,-19.70274950481538,1500.0,5000.0,7000.0,0.0,6994.069079000001,49.46431183286511,2023Q1,2023
935,002907,华森制药,4780.784837,703.0123908226161,18028.09781,377.09494203702434,54862.701221,-10244.272525,-214.28014173983206,1500.0,37.728464,7000.0,7000.0,-3017.4959010000002,-63.117165985941234,2023Q3,2023
938,002907,华森制药,10279.786865,,17543.039034999998,170.6556688906604,38061.179626,-9107.094972,-88.59225479671461,1500.0,37.728464,7000.0,0.0,4021.3200979999997,39.118710833310644,2023H1,2023
939,002907,华森制药,3183.833077,231.3388908223064,21934.132729,688.9221953076657,72690.79371900001,-15734.443025999999,-494.19811420597284,6538.936476,37.728464,7000.0,7000.0,-3022.946301,-94.94675844778907,2023FY,2023
941,002907,华森制药,518.438084,-96.33343869450663,885.6696039999999,170.83420978000527,16307.148265,-357.94235299999997,-69.0424496283726,1500.0,0.0,7000.0,0.0,-10.02,-1.932728383434115,2024Q1,2024
943,002907,华森制药,-16610.544343999998,-447.4438802484011,10688.057705,-64.3450177408587,55641.079195000006,-23730.629489,142.86485137118274,43958.993055,21317.541755000002,7000.0,7000.0,-3563.4044719999997,21.452665236026174,2024Q3,2024
946,002907,华森制药,-13981.16281,-236.00634909661622,8441.141327,-60.375102140735315,38053.417593,-18361.605497999997,131.33103267252488,19958.993055000003,2358.5487,7000.0,0.0,-2098.00157,15.00591616385018,2024H1,2024
947,002907,华森制药,1898.7076260000001,-40.3640963555452,16176.680902000002,851.9837746730575,75984.48210499999,-12196.107409999999,-642.3373058069762,45658.993055,34465.377524,7000.0,7000.0,-3704.0984719999997,-195.08524752720405,2024FY,2024
950,002907,华森制药,-15947.557711000001,,2186.094305,-13.708019400940104,18468.718998,-18117.134521,113.60444557917174,30000.0,12000.0,0.0,0.0,-2.88,0.018059191584009687,2025Q1,2025
952,002907,华森制药,-15358.397009999999,7.538267910240375,2479.241987,-16.14258301426732,61418.604127,-13659.576173,88.93881414906855,889.2142460000001,55000.0,0.0,0.0,-4160.093687,27.086770086040378,2025Q3,2025
954,002907,华森制药,-17199.954115,-23.022343339695368,11118.495834000001,-64.64259008867711,41021.300849,-17245.120944,100.26259854356591,467.97281799999996,23000.0,0.0,0.0,-2694.308987,15.664628922761517,2025H1,2025
955,000999,华润三九,-4192.97921,92.75801781655902,300637.501625,-7170.021280048273,1757791.7060080003,-247920.030045,5912.741695778644,567592.779156,409187.055684,59369.387537,46218.411421,-57545.268347000005,1372.4195963041752,2022FY,2022
957,000999,华润三九,207463.272757,458.4264652058972,30116.68522,14.516634592608312,585737.757514,125222.155354,60.35871009355554,274.5,19991.986079,76840.92265800001,23839.375,52174.589301,25.148831698086465,2023Q1,2023
959,000999,华润三九,376419.91838499997,664.6620637964533,305017.505728,81.03118109069615,2014736.853223,25679.476378,6.822029102013456,106774.5,93637.85710499999,329553.61654099997,161006.14063,45163.002499,11.99803737612194,2023Q3,2023
961,000999,华润三九,363277.29771199997,211.66944410806968,177192.480601,48.77609520798494,1332634.650006,85975.612501,23.666662641043974,8274.5,36331.507115,281231.43671599997,71966.670488,99538.56045399999,27.4001599001412,2023H1,2023
964,000999,华润三九,385367.69359499996,,419174.29498,108.77255720883778,2748566.693384,-79349.79787899999,-20.590672025141842,318199.5625,222863.579264,357809.10444,183629.33243399998,179573.20975799998,46.59788891040811,2023FY,2023
965,000999,华润三九,50896.805936000004,-75.46707652895506,78657.819224,154.54372386925024,680020.203552,-25070.339451,-49.25719598696351,101601.6756,85737.083938,12434.168483,10575.259867,-2633.369055,-5.1739377482966615,2024Q1,2024
968,000999,华润三九,-81831.615313,-121.73944876883564,320426.765134,-391.56842243476535,1990001.945651,-208923.843745,255.30944604463866,571242.3463,419216.64269899996,71140.43119,98256.982659,-193337.284494,236.2623342512535,2024Q3,2024
970,000999,华润三九,-105970.891091,-129.1707992099776,236311.480727,-222.9965967956928,1385627.224691,-191083.48313399998,180.31695418123036,396601.6756,233689.543425,50140.006435,50240.142805,-151226.720828,142.70590656649063,2024H1,2024
971,000999,华润三九,-135393.582277,-135.13360993339808,440219.938717,-325.14091976409907,2794703.5837439997,-113040.95551400002,83.49063051063304,783242.3463,750826.203881,100678.358784,268151.410506,-462860.221787,341.8627485902841,2024FY,2024
973,000999,华润三九,124748.80807,145.1014474795627,97985.511207,78.54625043953737,734222.790829,-183784.79044,-147.32388491990505,15576.240074000001,212237.97487,228202.53375300003,14224.918591,210537.503626,168.76915048988812,2025Q1,2025
975,000999,华润三九,-83870.43763300001,-2.491484876843331,292535.980357,-348.79510422620905,2335187.1838990003,-536497.4310720001,639.6740570492833,757064.480262,718912.04678,521166.33823500003,253380.38218200003,160481.909447,-191.3450245117788,2025Q3,2025
978,000999,华润三九,-11215.232525,89.41668564873237,286019.494131,-2550.2769870658567,1668886.89017,-552719.58725,4928.293604416374,621716.7752,407355.97274,399264.39075799996,90731.360595,255498.67527600002,-2278.139795197871,2025H1,2025
979,000790,华神科技,-23607.175315,-124.48648348925377,33368.699234,-141.34981753957462,81679.178417,-47781.368838,202.40188925796522,24580.59043,1646.975383,20000.0,4395.85,8585.418418000001,-36.367834370022344,2022FY,2022
981,000790,华神科技,6653.124629,146.30946198173476,-11996.387413,-180.31208014215602,13842.360944999999,-4195.9403219999995,-63.06721361735067,1000.0,0.0,21987.5,3271.5,22845.452363999997,343.37929375950665,2023Q1,2023
984,000790,华神科技,4484.75315,133.45240450047947,-2709.8105600000004,-60.42273608749237,59836.540052,-11121.015362999999,-247.97385700035684,1540.0,0.0,34087.5,10979.655698999999,18315.579072999997,408.39659308784917,2023Q3,2023
985,000790,华神科技,9057.881705,161.0411896600508,-2735.505057,-30.2002735969712,37466.401693,-8123.618309,-89.68563041086878,1040.0,0.0,29687.5,8397.087882,19550.344254,215.83792867606232,2023H1,2023
987,000790,华神科技,7860.618356,133.29758114265098,4741.410446,60.31854278208135,85707.639379,-24353.189838,-309.812647492436,18930.772944,0.0,28600.0,10000.0,27472.397748000003,349.4941047103547,2023FY,2023
989,000790,华神科技,-1320.208275,-119.84343220094517,-2503.565998,189.6341695025355,21446.141955000003,-3727.630286,282.3516831842309,90.0,0.0,13800.0,10977.95,4910.988009000001,-371.98585268676646,2024Q1,2024
991,000790,华神科技,-3508.793532,-178.2382756562644,-7427.918267,211.69436728772445,67641.352036,-10506.2585,299.42652379467506,10015.1543,0.0,31609.3,29904.15,14425.383235,-411.1208910823995,2024Q3,2024
993,000790,华神科技,-3829.2719880000004,-142.27557957492667,-6086.4244770000005,158.94468964527363,44091.232118,-6993.635881,182.63617478508553,6887.516681,0.0,17319.3,19113.6,9250.78837,-241.58086443035916,2024H1,2024
995,000790,华神科技,176.529823,-97.75425017466655,6427.883137,3641.244877359901,86233.807969,-14616.249621,-8279.762236548553,14195.520774,0.0,45309.3,42562.08,8364.896306999999,4738.5173591886505,2024FY,2024
997,000790,华神科技,-1720.9301289999999,-30.35292700312759,-888.176785,51.61027574757511,20104.192866999998,-1373.894628,79.83442237706329,90.0,0.0,3605.0,4220.0,541.141284,-31.444698124638393,2025Q1,2025
999,000790,华神科技,-4999.641049,-42.48889264653374,-1034.070071,20.682886248540363,62008.44175,10668.18576,-213.3790337235068,4947.902975999999,14000.0,9125.0,25577.93,-14633.756738,292.6961474749665,2025Q3,2025
1001,000790,华神科技,-2138.8460210000003,44.14483934015083,5071.602505,-237.11863571314092,42974.146669,11237.442509,-525.3974525826793,3614.091144,14000.0,3805.0,17357.93,-11816.779954000001,552.4839019722963,2025H1,2025
1003,000590,启迪药业,-1154.805593,88.04445217626402,12162.598362,-1053.216094182876,57355.678529,-26497.472975999997,2294.539716175413,82650.0,87650.0,13079.626842,1800.0,11152.020047,-965.7054065722731,2022FY,2022
1006,000590,启迪药业,-5297.773667,58.215874520214875,-7141.20788,134.79639427563336,6415.50428,-23.618728,0.445823651303222,573.312174,12700.0,2000.0,10.138889,1867.052941,-35.24221792693659,2023Q1,2023
1007,000590,启迪药业,-8520.467753,-15.791037473340019,-2103.9216739999997,24.692560725427576,28240.121558999996,-4402.415745,51.668709660334535,30190.0,27190.0,2000.0,3510.138889,-2014.130334,23.63872961423788,2023Q3,2023
1010,000590,启迪药业,-3640.1865479999997,-152.22345945388196,-4002.957299,109.96571868546998,18483.546177,1751.122015,-48.105282295548996,18380.0,20880.0,2000.0,3010.138889,-1388.3512640000001,38.13956361007904,2023H1,2023
1012,000590,启迪药业,-5674.953902,-391.42071500168083,-2938.9216420000002,51.78758616813166,38467.702691000006,415.302892,-7.3181720798407985,2204.228158,41690.0,2000.0,4500.0,-3151.335152,55.53058591170914,2023FY,2023
1013,000590,启迪药业,-2158.792796,59.250943288740544,-4225.996907,195.75741195867874,9310.768011,-321.84828999999996,14.908716139703104,4000.0,4000.0,2473.792,10.138889,2389.0524010000004,-110.6661280983819,2024Q1,2024
1015,000590,启迪药业,-3489.6578369999997,59.043823201240166,1390.706065,-39.85221846837474,31376.990576999997,-5577.238459,159.8219286677876,2601.040473,13000.0,3625.792,2500.0,696.874557,-19.969710199412884,2024Q3,2024
1017,000590,启迪药业,-1820.165991,49.99800238259657,1209.47659,-66.4486973155406,23048.419116999998,-2712.588928,149.02975560540511,726.55974,7000.0,2473.792,2500.0,-317.053653,17.418941710135492,2024H1,2024
1020,000590,启迪药业,-1747.499792,69.20680199033625,1738.797287,-99.50200251583206,42506.435277,-3483.2795579999997,199.32932604320445,3210.286061,26000.0,3811.189092,3488.792,-331.091373,18.94657581738928,2024FY,2024
1022,000590,启迪药业,-2964.965607,-37.343686364608374,-5379.09789,181.4219320892109,4226.021997,-784.135218,26.446688492734342,802.5049,6500.0,3305.489036,0.0,3198.2675010000003,-107.86862058194527,2025Q1,2025
1024,000590,启迪药业,-1959.0822050000002,43.86033541087254,3313.172789,-169.11861996112614,25810.547844999997,-6485.105076,331.02771590945054,3233.304945,16800.0,4689.9788770000005,3500.0,1212.850082,-61.90909594832442,2025Q3,2025
1025,000590,启迪药业,4350.7368369999995,339.0296741348135,3095.022011,71.1378813969851,17390.013042,-2697.890385,-62.00996488816132,2730.077875,13500.0,4283.082108,500.0,3953.605211,90.87208349117624,2025H1,2025
1028,002198,嘉应制药,-5543.68217,-145.4037945391181,2715.440173,-48.982609206833374,66504.489144,9757.157359,-176.00499198531796,0.0,3250.0,3110.54484,3110.54484,-3155.961624,56.92897837972555,2022FY,2022
1030,002198,嘉应制药,-189.431199,81.05180059934207,-95.692925,50.51592636543466,14330.824315,-93.738274,49.48407363456535,0.0,0.0,0.0,1004.860815,-1036.147789,546.9784251325992,2023Q1,2023
1031,002198,嘉应制药,-7821.019455,-139.43101562117224,5226.2283609999995,-66.82285335141133,46164.345113,-13047.247816,166.82285335141134,0.0,0.0,0.0,3110.54484,-3155.961624,40.35230499244424,2023Q3,2023
1034,002198,嘉应制药,2930.607191,189.18414758654882,4004.5729109999997,136.6465257881775,32447.082377999996,-1073.96572,-36.64652578817752,0.0,0.0,0.0,3110.54484,-3155.961624,-107.68968402493762,2023H1,2023
1035,002198,嘉应制药,-5178.5472979999995,6.586504435192044,9845.375009000001,-190.1184722750794,63122.392283,-15023.877772999998,290.11761230417557,0.0,0.0,0.0,3110.54484,-0.044534,0.0008599709037551789,2023FY,2023
1037,002198,嘉应制药,-1500.360408,-692.0344779108958,1262.493563,-84.14601960091179,12350.901276999999,-2762.8453640000002,184.14544593874675,0.0,0.0,0.0,0.0,-0.008607,0.0005736621650442805,2024Q1,2024
1040,002198,嘉应制药,8338.429806999999,206.6156382166933,1829.180137,21.936745638422575,31861.188437,9049.357713,108.52592061641133,0.0,0.0,0.0,0.0,-2540.108043,-30.462666254833902,2024Q3,2024
1041,002198,嘉应制药,3801.121064,29.70421541561009,2086.65286,54.89572220581081,22439.954188,4254.576247,111.92951172470207,0.0,0.0,0.0,0.0,-2540.108043,-66.82523393051288,2024H1,2024
1044,002198,嘉应制药,20263.273608,491.2926240110978,6084.8965100000005,30.029187917581417,42301.659859,16718.485141,82.50633863227063,3870.490024,0.0,0.0,0.0,-2540.108043,-12.535526549852035,2024FY,2024
1046,002198,嘉应制药,-7118.097793999999,-374.42586168269503,-1183.375483,16.624883743484013,7610.658241,-934.722311,13.131630641375816,0.0,0.0,0.0,0.0,-5000.0,70.24348561514017,2025Q1,2025
1047,002198,嘉应制药,-20681.237373,-348.0231632535706,-7122.719233,34.44048876059482,27944.127579000004,-6457.8523829999995,31.225657665101448,4662.610907,522.622415,0.0,0.0,-6999.565756999999,33.84500468109394,2025Q3,2025
1050,002198,嘉应制药,-13344.536325,-451.06843745085195,-2538.535543,19.023032956523505,18781.072556,-4569.588629,34.24314279424767,1891.305636,100.859915,0.0,0.0,-6130.162153,45.937618240924536,2025H1,2025
1051,002287,奇正藏药,-22906.235585,80.32100805878055,28568.672920999998,-124.72006941074163,182044.368373,-33449.60237,146.02836963706187,141800.0,132543.672774,80638.78214299999,63779.6731,-18322.011458,79.98700349523189,2022FY,2022
1054,002287,奇正藏药,-28243.087462,-22.974442235112488,-18156.939295,64.28808224111287,23320.388728,-19647.730371999998,69.5665103839489,58243.0,40000.0,10000.0,6154.43364,9607.546908,-34.01733936109708,2023Q1,2023
1056,002287,奇正藏药,-21366.337715,55.75939161963751,11702.887191,-54.7725461756795,119430.327612,-51586.024312,241.43596811064444,149243.0,105510.529417,75000.0,34930.0,18404.750509,-86.13900404690857,2023Q3,2023
1058,002287,奇正藏药,15251.846037000001,143.38692629237377,22615.4632,148.28016979148842,103452.706114,-41593.193308999995,-272.70923931501517,102243.0,65055.45,50000.0,14904.604167,34094.020138,223.5402852565525,2023H1,2023
1059,002287,奇正藏药,-4906.760426,78.5789314538738,69340.508434,-1413.162706428007,221490.42663499998,-31059.060606,632.9850636567436,149243.0,113814.9091,75000.0,95180.0,-43249.672055,881.4302778229834,2023FY,2023
1062,002287,奇正藏药,-3230.170419,88.56296988299856,-19132.848983,592.3170143116836,20450.080583000003,-27688.220767000003,857.1752315028552,54000.0,29900.0,43920.0,0.0,43584.524686000004,-1349.2948987964837,2024Q1,2024
1063,002287,奇正藏药,-7262.835111,66.00804869848515,23121.66855,-318.35596150297897,148086.032267,-32363.573669,445.6052378221203,162570.390411,146998.177358,75350.0,45270.0,2019.3547190000002,-27.803945541067925,2024Q3,2024
1065,002287,奇正藏药,48614.5703,218.74548288819705,84271.831214,173.3468601984126,84228.98896,15122.424266,31.10677348926398,99324.0,132174.88191,65350.0,35270.0,28977.539402,59.60669655862411,2024H1,2024
