serial_number,stock_code,stock_abbr,net_profit,net_profit_yoy_growth,other_income,total_operating_revenue,operating_revenue_yoy_growth,operating_expense_cost_of_sales,operating_expense_selling_expenses,operating_expense_administrative_expenses,operating_expense_financial_expenses,operating_expense_rnd_expenses,operating_expense_taxes_and_surcharges,total_operating_expenses,operating_profit,total_profit,asset_impairment_loss,credit_impairment_loss,report_period,report_year
872,002317,众生药业,8740.978147,-62.85759558186048,692.7841900000001,136436.67228,-7.955446925569595,58770.066015,44251.454278,6954.2088109999995,402.462027,5745.983133,1358.844551,117483.018815,15756.84656,9960.765339,-91.935781,-544.889753,2024H1,2024
874,002317,众生药业,-29915.711672,-249.644687512259,2678.447509,246741.839464,-5.4828185519099915,108482.182952,85043.36121799999,15174.929947,882.7071470000001,11120.358562000001,2145.4071280000003,222848.94695399998,-27995.194291000003,-33588.16865,-54668.07148099999,-566.2803759999999,2024FY,2024
876,002317,众生药业,8261.18391,67.20728458100902,907.9567099999999,63426.144011000004,-1.0703723412006347,27536.852816000002,21856.744702,3057.5841149999997,-2.350584,1592.356559,634.733099,54675.920707000005,9930.607635,9926.227106999999,0.0,-241.73754900000003,2025Q1,2025
878,002317,众生药业,25057.803092,80.63137180894428,2304.033031,188875.38756,-1.009850192381198,81602.766118,64120.299652999995,9908.6287,-480.545126,5991.985327,1425.193337,162568.328009,28873.883068,28733.631604000002,-209.455903,-627.654677,2025Q3,2025
880,002317,众生药业,18789.583813999998,134.44319479619259,1746.480288,129972.99129600001,-4.737495334637747,54502.221303,43787.690325,6623.503878,-285.19908,3797.3825030000003,1038.067413,109463.66634200001,21655.667043999998,21574.514682,-164.358334,-810.277827,2025H1,2025
883,300181,佐力药业,27300.665256,48.721715528267254,8008.5241049999995,180515.536579,23.861687799408468,53126.406237999996,83086.992692,9057.591798000001,507.909451,6443.169656,1523.144026,154259.124474,33721.805329,32412.420801999997,-338.178217,-525.398413,2022FY,2022
885,300181,佐力药业,9745.460335,36.69552310384769,1896.6590379999998,49569.782983,12.808128762883461,14929.310483000001,20871.762411,2278.948341,-322.204272,1820.898862,439.79824400000007,40018.514069,11370.78456,11336.726720999999,24.044204,-85.487164,2023Q1,2023
887,300181,佐力药业,28686.519149,36.34103177417532,6114.625239,146494.71325,8.966401149403879,45931.214343,59794.110500999996,6757.798607,-1121.10577,5818.328431,1650.1923960000001,118830.538508,33741.030954,33622.365953,24.044204,-32.788065,2023Q3,2023
889,300181,佐力药业,19766.159144,41.662591449786134,3921.041036,101145.856859,13.018684522230537,31037.409609,42066.951306999996,4441.227543999999,-737.014543,4043.6334,929.9865189999999,82054.214995,22914.435138999997,22871.048340999998,24.044204,-95.106662,2023H1,2023
891,300181,佐力药业,38293.609379,36.85950347717886,8727.987992,194244.044603,7.605167003446208,61334.164053,77748.63149500001,9669.357195999999,-1425.228608,7938.188022,1870.712922,157762.622574,44870.698313,44664.175836,-302.014887,-99.044917,2023FY,2023
893,300181,佐力药业,14241.533377000002,44.89857104715531,2935.1106219999997,67289.90965700001,35.74783992917045,22422.756929,25054.115225999998,2582.331246,-102.037859,1456.492081,494.845413,51908.503036,17642.841324,16628.514719,0.6878,-703.356699,2024Q1,2024
895,300181,佐力药业,42148.01355,46.0718028422801,8174.862064,204487.934776,39.587245327435056,78510.705896,68412.32303300001,7741.947448000001,-691.12708,5080.451511,2121.891496,161176.192304,50394.353336,49478.7012,34.33123,-1078.406103,2024Q3,2024
896,300181,佐力药业,29605.410717000002,48.60516008345041,5783.355081000001,142825.468936,41.207433869587426,53386.084403,48827.683143,5342.867651,-564.336592,3917.1362719999997,1601.6318019999999,112511.066679,35419.637755,34426.940602999995,23.351816,-699.8316530000001,2024H1,2024
899,300181,佐力药业,50777.193485,32.03865006642864,10065.361462,257787.81668699998,32.71336952124946,100660.104375,83870.21791200001,11037.872534999999,-650.741812,7193.805287,2198.455082,205016.91036900002,60928.752179999996,59669.274194000005,-1219.892971,-656.637299,2024FY,2024
901,300181,佐力药业,18115.143246,27.25740300462643,2392.6335870000003,82442.52370800001,22.518404510034447,32237.635919,25628.186295,2347.8495239999997,133.057328,1342.3922109999999,632.225702,62321.346978999994,21578.29289,21373.705188,68.602149,-974.823525,2025Q1,2025
903,300181,佐力药业,50997.44788,21.22909186681436,7420.563839,227971.33828499998,11.484004440029254,86563.471616,70653.799476,7784.186565000001,660.37034,4183.111546,2202.781871,172047.721414,61774.15885,61076.02503,-327.28322099999997,-1027.711458,2025Q3,2025
904,300181,佐力药业,37350.015982,26.46162320310329,4921.729978,159945.344618,11.986570609245764,59163.30755800001,49957.020269,4854.249949,355.65639500000003,2524.8204100000003,1607.878742,118462.933323,45158.273774,44789.477716,-327.28322099999997,-784.624046,2025H1,2025
907,002390,信邦制药,22447.908687,-28.22225826017671,708.099981,635002.5827029999,-1.8826178048801336,513306.53703400004,39336.795327,42076.846906,-6658.15038,120.714417,678.7746639999999,601557.390385,31632.250673000002,31339.355244,-0.452024,-6263.271804,2022FY,2022
909,002390,信邦制药,5294.477089,-21.232196022438327,110.046553,160512.713743,1.6967608008549486,131418.365187,8566.483487000001,11672.65617,1118.0591060000002,69.13935500000001,687.667416,153532.370721,7112.167415000001,7218.953192,-3.7882510000000003,25.109466,2023Q1,2023
911,002390,信邦制药,24657.499915,9.657023209601592,495.485981,482320.764687,2.923248952951522,386056.997561,25485.229729,30801.285243000002,2441.416515,204.71979,2083.7796710000002,447073.428509,33984.847343,33570.082888,-5.586183,-1673.494266,2023Q3,2023
913,002390,信邦制药,15602.144729,22.80878889559283,405.369954,325647.609385,3.591788257841369,262158.175519,17366.131075,20664.326608000003,-3695.5765969999998,166.614684,304.095894,303294.896152,20876.183992,20882.210186,-4.305154,-1674.200274,2023H1,2023
915,002390,信邦制药,28723.279894,31.879046566322415,538.29786,646084.131546,1.7451187042152692,523226.52134399995,34341.400078,39442.486939999995,-5982.531556,467.295358,584.102545,602995.66026,38503.314102,39602.159204,11735.070002,-5312.670333,2023FY,2023
917,002390,信邦制药,5882.484356,14.438121728866285,97.79571999999999,158244.94615499998,-1.412827392371537,130720.214501,7286.944385,10672.441998999999,488.2360019999999,86.588503,693.114148,149947.539538,8059.691056000001,7959.018572,-1.174536,-334.336745,2024Q1,2024
919,002390,信邦制药,17658.95749,-23.301674500748202,329.608251,456535.575709,-5.3460665320377005,372421.051497,22926.283962999998,28736.92135,1319.706985,382.48332,1899.676034,427686.123149,26724.445046,26427.216369,-2.531175,-2582.134609,2024Q3,2024
921,002390,信邦制药,11487.928931,-20.95911346940704,219.841045,304656.982796,-6.445810128513371,250116.63855300003,14665.996112,18842.972992,-1858.434409,215.54223399999998,282.82640299999997,285929.446495,16775.738136,16608.796900999998,-0.96698,-2170.67223,2024H1,2024
923,002390,信邦制药,10138.162275,-55.9914762734986,603.7827900000001,603226.2052569999,-6.633490004846014,499636.750459,30569.153481999998,36421.168605,-3397.657954,458.67155099999997,564.0125820000001,571247.3384680001,25484.747753,18550.149724000003,-398.550375,-6762.807648,2024FY,2024
925,002390,信邦制药,4124.421117,-24.873491114754476,73.639673,144120.778035,-8.925509763936125,120942.24514000001,6608.442865,9166.342716,400.063266,70.984291,685.748157,137873.826435,6176.590402000001,6109.447118,4.112611,-158.251896,2025Q1,2025
927,002390,信邦制药,15232.4953,-13.732366587385068,328.00691800000004,426628.528811,-6.550868867459965,352217.55112899997,19603.899309,26040.945214,1110.605943,429.26491100000004,3238.291015,402640.557521,23540.182184,22522.740191,8.586427,-811.003785,2025Q3,2025
929,002390,信邦制药,10719.683289,-5.939585354552106,187.391339,284502.527168,-6.6154582911679265,235310.57002600003,12979.837368999999,17508.619895,-1561.550109,300.94342400000005,271.629465,268002.497574,16098.782958000002,15926.008571,9.569633,-628.704022,2025H1,2025
931,002907,华森制药,9840.063586,7.21317410095079,1679.168996,78518.28135800001,-7.204272219897693,31929.187242,24593.494493000002,4659.065012,323.58207799999997,5954.78057,1068.2053720000001,68592.92563099999,10883.024704000001,10824.109128,-126.07526399999999,-334.841256,2022FY,2022
933,002907,华森制药,3010.054189,2.5544291019344807,160.068024,18753.902046,-7.610064673304348,7443.822792,5292.93781,1165.003697,-312.843,1415.176759,178.118249,15182.216306999999,3574.663364,3577.5920100000003,-27.673827000000003,37.777113,2023Q1,2023
935,002907,华森制药,4477.500677,-38.53555694794679,865.2056349999999,51525.755458,-8.26649815783918,22265.403736,15775.782763999998,3716.8323729999997,-637.6091190000001,4940.23549,710.4821870000001,46771.127431,5169.487308,5151.577204,-86.82594300000001,164.578678,2023Q3,2023
937,002907,华森制药,4136.211974,-20.416844234377347,624.044904,36045.541662999996,-1.951036481641823,15444.889228,10970.83376,2445.4577719999997,-517.474396,2891.421836,450.467917,31779.288158,4714.396436999999,4720.064772,-38.319297,164.249538,2023H1,2023
939,002907,华森制药,3269.9150219999997,-66.76937101654214,1395.2536220000002,69154.279348,-11.925887637944255,31134.844364999997,21073.967526,5313.970238,-879.7160550000001,7811.991611,909.382985,65555.87981900001,5772.659693,5703.023308,-109.74504499999999,263.150986,2023FY,2023
940,002907,华森制药,4035.125207,34.05490245810323,361.199792,22839.277138999998,21.784133685775352,8984.376105,6801.305822,1275.913486,-470.39065700000003,1264.470228,205.41231100000002,18061.087294999998,4804.539814,4806.62328,-6.80664,-290.871803,2024Q1,2024
942,002907,华森制药,7457.683563,66.55907170061606,1706.617396,61422.336157000005,19.207055987887394,25986.182877,19618.158906,4103.27959,-959.289117,3898.766238,783.307747,53430.406241000004,8905.486337999999,8867.286881,-106.829384,-386.126609,2024Q3,2024
945,002907,华森制药,4721.489611999999,14.150088092172803,697.6770019999999,41785.226517,15.923425170474479,17594.419461,13369.841966,2776.80624,-745.7282349999999,2584.3637719999997,605.1458259999999,36184.84903,5763.895368,5720.024427,-39.715379,-219.81194900000003,2024H1,2024
947,002907,华森制药,7673.0225120000005,134.65510450197874,2092.8702940000003,77481.986689,12.042215491962677,33105.058243,25053.380388999998,5782.762793,-1081.720339,5912.947689,1020.4838589999999,69983.014066,9380.05895,9344.193869,-185.96205700000002,-163.58365700000002,2024FY,2024
949,002907,华森制药,4035.5212380000003,0.009814590122586522,234.854656,23894.415342,4.6198406218306465,9743.832528,6887.283462,1269.621099,-453.630532,1230.489058,255.423696,18933.019311,4952.144589,4930.1337619999995,-8.68529,-201.400751,2025Q1,2025
951,002907,华森制药,7245.560589,-8.928647084244751,1282.5780320000001,62591.202387,1.9029986534740135,26150.349255,19120.801354,4333.99302,-613.556662,5924.020624,866.932867,55782.540458,10599.612047,8954.608928,-40.74926,-113.391025,2025Q3,2025
952,002907,华森制药,5395.051643,10.741412809868981,490.51530099999997,44191.300917,5.758193985190207,18232.113751,13660.907829,2836.982176,-547.205098,3704.145614,698.5614730000001,38585.505745,7551.247761,6212.279346,-24.07329,-153.638684,2025H1,2025
955,000999,华润三九,244880.210334,18.98495207982659,21739.403238,1807946.148275,16.308506371364185,831313.351987,507662.389407,105861.010568,-1778.1133710000001,59394.174435,3685.8780469999997,1525487.194993,294721.823852,296343.646576,-13827.035738999999,-597.4542339999999,2022FY,2022
957,000999,华润三九,115103.01508800001,44.70965307567098,3993.785104,635240.831871,49.46046227384062,291734.169708,140340.5075,30911.308897000003,-730.610645,13259.701685,6590.346913,482105.424058,151389.89993699998,150985.281884,-2358.567807,-3188.982836,2023Q1,2023
959,000999,华润三九,240259.984704,36.24484047190912,16541.066907,1860800.595415,53.64904042871612,897064.612653,476731.858613,103959.533719,-2051.985221,45844.324793,19381.922691,1540930.267248,325029.394621,324972.18130500003,-7807.075042,-4268.346565999999,2023Q3,2023
961,000999,华润三九,187712.466002,42.19673625380595,9145.201876000001,1314612.569507,56.48391840744317,628145.193208,328866.862158,67744.757735,-1553.922594,29521.117036,1868.8267170000001,1066548.664637,249903.51249000002,249542.553225,-40.371485,-5826.77114,2023H1,2023
963,000999,华润三九,285293.166485,27.091091066510923,28586.855088,2473896.3319759998,36.834624987939875,1156722.468559,696547.522758,152353.637373,-2724.24038,71450.2232,27491.348774000002,2102146.029077,375337.570356,375445.323416,-17263.528635,-6777.794096,2023FY,2023
965,000999,华润三九,136382.596361,18.195651018558866,4657.099757999999,729407.055782,14.823704520638014,339753.171814,156144.560369,33868.322621,-2365.616091,13741.7359,7524.691935,548666.8665479999,179789.060884,180314.56151300002,-2053.818767,-3823.3174649999996,2024Q1,2024
967,000999,华润三九,295983.28694099997,20.389680707282086,19199.89701,1974028.6995360001,6.084913364709433,934105.4994239999,475116.15526400006,107353.496441,-1332.645264,51218.203476999995,20166.602738999998,1586627.3120809998,388684.201103,398460.33857100003,-11089.655632,-10029.566362,2024Q3,2024
969,000999,华润三九,239836.013802,25.108206502243526,14385.472364,1410601.276508,7.301672692586318,655037.13181,331144.454992,70626.526291,-2467.046807,32646.3099,2304.936421,1101985.242956,314745.61835999996,315915.87273400003,-2518.9204839999998,-7223.25231,2024H1,2024
971,000999,华润三九,336788.89681999997,19.041017638387103,28971.425313,2761661.177261,11.632049474569172,1329562.4138510001,722012.077359,165780.520393,-3206.783444,80174.974319,29478.475761,2324589.324039,447503.093258,459361.07056,-16328.637912999999,-9405.459981999998,2024FY,2024
973,000999,华润三九,127007.378452,-8.380993573211097,7513.782184999999,685365.638375,-6.03797523726762,320214.262038,149819.889521,35144.042945,149.198679,14449.849441999999,7814.2405260000005,527591.483151,166238.028057,166438.298816,808.463362,171.549004,2025Q1,2025
975,000999,华润三九,235282.69556599998,-10.645630376719186,23843.144672,2198640.396207,11.378339976708315,1021977.4236950001,612817.802429,130464.396919,2040.280559,84033.29933200001,26434.516166,1877767.7191,342564.023408,343060.985088,-7719.692448999999,-4677.2836,2025Q3,2025
977,000999,华润三九,181525.836279,-14.18149276946655,18577.920611,1481016.021862,4.991824871186458,688016.629821,393865.173705,82919.633801,736.6063379999999,45903.928418999996,2078.0001469999997,1229555.5276229999,262093.860852,262539.21176700003,-5163.055711,-2709.389917,2025H1,2025
979,000790,华神科技,4121.751838,-33.17384564503891,238.788002,87310.302286,-8.545633311687277,52289.1823,16860.539515,9519.501095,346.036385,2517.690359,889.531199,82422.480853,3924.536553,4170.1943329999995,80.61959,-976.9249550000001,2022FY,2022
981,000790,华神科技,320.92404,-56.550566331528394,32.876604,22028.971838999998,6.399983093910276,16297.189612,3060.828217,1390.758141,298.726565,329.813943,135.124334,21512.440812,565.556293,566.049703,-0.336,3.2038990000000003,2023Q1,2023
983,000790,华神科技,2108.86133,1.974516802392385,570.539781,67245.549551,10.839610288171903,42650.586211,12678.918087,6752.069041,1118.719457,1269.549798,642.883607,65112.726201,2478.197301,2513.154482,-44.319232,-179.92262,2023Q3,2023
984,000790,华神科技,1478.980491,-6.011045146430615,59.686871999999994,48305.884273,18.57415126607448,31854.547795,8588.539214,4122.583143,727.307442,599.2651440000001,159.109025,46302.604684,1984.638514,2019.472698,-24.000291,-181.994718,2023H1,2023
987,000790,华神科技,2765.946393,-12.572719153041797,1179.028717,100337.66370399999,14.920760868891062,60717.047012,21498.518824000002,9200.100617,1239.799168,3190.238011,349.47891699999997,96966.848748,2898.856346,2927.324589,-284.171875,-949.022465,2023FY,2023
989,000790,华神科技,227.97547400000002,33.05937735292259,492.653618,17927.734012,-18.617472739872422,9969.478908,5129.573942,1765.396044,339.984608,332.52619300000003,196.415725,17733.37542,570.977973,533.2167559999999,-3.612113,3.09272,2024Q1,2024
990,000790,华神科技,573.786999,-33.75949338267111,1135.4490970000002,66307.921363,-1.3943349325874592,34530.721565,20304.879193,6578.2059770000005,1246.498236,1057.75706,929.893408,64647.955439,2296.246101,2198.9705649999996,-135.950261,-171.04750900000002,2024Q3,2024
992,000790,华神科技,910.900366,-3.016084894699831,959.7413449999999,45784.129055,-5.220389308574382,24032.689868999998,14477.059173,3826.5153950000004,821.180393,806.41242,649.8653929999999,44613.722643,1704.1673670000002,1646.374427,-90.245847,-151.88198,2024H1,2024
995,000790,华神科技,-669.016626,-125.12254890853698,1717.050016,86397.657155,-13.893094611135815,42823.807057,28167.257556,9034.793447,1943.832806,2817.845275,347.547042,86237.610726,1327.1044689999999,1265.011471,-604.971228,-1204.689457,2024FY,2024
997,000790,华神科技,-1459.242976,-451.6900737077255,243.932804,12691.124523,-29.209544750579493,6681.334114,5015.556872,1756.370256,398.428433,367.58182999999997,165.558387,14384.829891999998,-1490.2735599999999,-1453.8446279999998,-12.604227,3.042618,2025Q1,2025
999,000790,华神科技,-9778.528761,-736.1607869698042,811.86131,45738.460127,-31.021122081920392,24934.962346,20463.146376,5291.371157,1468.901834,1037.3642869999999,805.549664,54001.295664,-9161.191015999999,-9294.173236,-37.260603,828.4174370000001,2025Q3,2025
1000,000790,华神科技,-5484.401863,-491.7612654376086,371.84884,29168.378542000002,-36.29150724487882,14941.699351,14190.358708000002,3606.35119,1017.70265,908.459407,569.198492,35233.769798,-4902.719916,-5027.055273,-25.287126999999998,863.684991,2025H1,2025
1003,000590,启迪药业,1814.585514,-48.72001139183588,412.683473,35052.811013,16.541787524368054,17132.651544,6472.893336,8124.9059879999995,-360.39923999999996,1310.355545,79.875233,33485.78107,2267.290784,2187.605023,-89.024506,97.626186,2022FY,2022
1005,000590,启迪药业,658.4800389999999,-46.922846505317466,143.606961,10119.988345,10.757001653488587,4728.000971,2292.392851,1916.2287670000003,30.848824,303.508394,214.217264,9485.197070999999,827.518058,827.43057,14.907924,-0.450991,2023Q1,2023
1007,000590,启迪药业,643.014978,-58.4326876096539,282.686403,27462.983565,16.098209340608353,13021.24617,6475.842557999999,5655.990922999999,153.80909499999999,925.294884,625.076318,26857.259948000003,949.3975949999999,949.17755,15.42954,-15.649941,2023Q3,2023
1009,000590,启迪药业,638.254084,-44.2506934146952,234.013951,19005.070064,22.353051156077125,8824.988296,4575.693504,3827.1056479999997,101.839647,609.3258480000001,38.609981,18361.077728,898.409935,899.410842,16.851215,-42.572123,2023H1,2023
1011,000590,启迪药业,2524.677876,37.23790028590881,654.729515,40464.790822,15.439503003034105,19252.908049,8981.555342,8681.579974,210.586879,1281.968261,80.10027099999999,39281.085145,2015.969966,8136.514226,7166.004731999999,-2013.5945370000002,2023FY,2023
1013,000590,启迪药业,-828.433928,-225.08852701985748,146.600145,7709.355253,-23.820512532418338,3795.152439,1997.305293,2284.405403,54.994643,253.30199,181.944197,8567.103965,-702.070817,-706.895938,14.907924,0.08267999999999999,2024Q1,2024
1015,000590,启迪药业,-2845.446679,-529.258548073788,450.45760199999995,21623.119077,-21.264493983976934,11631.353197,4831.865188000001,6343.796533,182.029572,972.5247730000001,554.096954,24515.666216999998,-2497.286114,-2573.5752620000003,1.12358,-62.860875,2024Q3,2024
1017,000590,启迪药业,-2339.4630039999997,-460.48286863969344,231.867622,14665.336854,-22.8346077935301,7727.317779999999,3507.110069,4402.102108,120.633677,669.452984,41.375201000000004,16826.341369,-2001.474638,-2067.025951,1.265059,-71.272203,2024H1,2024
1019,000590,启迪药业,-12547.152288,-611.1652552326342,596.452181,34320.812881,-15.183515881811086,18253.681391,6943.282981,9557.082539,245.932487,1316.598132,80.796681,37121.845686,-16868.024447,-12213.85452,-11923.788473,-2690.17576,2024FY,2024
1020,000590,启迪药业,-1625.616133,-96.71281345918219,96.762523,6522.025147,-15.40115959162687,3427.442207,1724.167839,2415.078867,73.365716,336.712657,160.639325,8137.406611,-1511.5444710000002,-1519.299823,-11.876588,2.781376,2025Q1,2025
1022,000590,启迪药业,-1482.060447,46.64858494533798,334.772256,22481.575188,3.970084555993215,11989.926337,4541.841625999999,6605.306867,222.938358,1166.308302,542.478608,25068.800098,-1238.681803,-1273.616017,-4.646687,655.420025,2025Q3,2025
1025,000590,启迪药业,-1717.005639,25.83254381852663,251.953135,14243.742961000002,-2.8747644680592996,7843.425157,3387.061195,4444.607664,161.209582,829.224934,39.722812,17003.069076,-1505.61231,-1496.522442,-0.06404800000000001,653.761308,2025H1,2025
1027,002198,嘉应制药,4393.470372,,113.345697,65919.57324099999,14.699909072805353,22852.833308,30743.949533,4373.321435,-184.577933,1534.0066160000001,361.026879,60378.128465999995,5388.434316,5109.746784,-68.993601,-262.94886,2022FY,2022
1029,002198,嘉应制药,1218.596905,380.58328374865454,138.607613,12849.708851000001,6.5603012432074435,4440.773568,5830.138266,996.692265,-48.759574,165.709981,210.42278100000001,11594.977287,1312.002547,1316.248491,-0.537129,2.1480099999999998,2023Q1,2023
1031,002198,嘉应制药,2490.603831,11.890520321387012,145.045247,37723.143402999995,-9.016218322788633,12024.743318,18515.475476,3289.314031,-159.571724,673.949743,655.390459,34999.301303,2920.081952,2860.8861920000004,-65.14598000000001,56.20153199999999,2023Q3,2023
1033,002198,嘉应制药,1824.854135,112.32205721795205,141.90143,25741.467058000002,4.279385985327588,8568.759952,12351.980985,2157.387669,-97.582546,345.130473,137.828544,23764.378451,2146.450417,2086.443069,-43.598055,56.38201,2023H1,2023
1035,002198,嘉应制药,3432.023464,-21.883541405613922,158.05556,53323.320229000004,-19.108517231973668,18551.306109999998,24476.545269,4805.935066,-209.042769,1009.8497619999999,308.45117400000004,49541.287071,4051.5486520000004,3937.366785,-82.42426400000001,69.525784,2023FY,2023
1037,002198,嘉应制药,518.218784,-57.47414244417435,30.092229,9441.539508,-26.52331957493938,4343.547592,3302.903677,938.308348,-44.2576,203.102437,169.935177,8913.539631,625.501614,625.053267,160.22444099999998,160.22444099999998,2024Q1,2024
1039,002198,嘉应制药,287.33459500000004,-88.4632557204157,52.522687,25960.462403999998,-31.181603487647187,11054.153559,10399.248816,3277.999648,-115.82771299999999,558.373976,479.34455999999994,25653.292846,471.378741,480.733418,-85.44205500000001,-35.387207000000004,2024Q3,2024
1041,002198,嘉应制药,566.773992,-68.94140845947668,37.652784000000004,18020.156725999997,-29.995611029482312,7886.562526999999,7041.6333349999995,1952.335514,-84.154674,415.155122,137.915293,17537.490521,642.8834469999999,659.310523,-122.700776,-54.641870999999995,2024H1,2024
1043,002198,嘉应制药,2061.159955,-39.943302351501636,121.506169,37616.715657,-29.455413699947986,15072.298096,13740.121709000001,4848.560756,-136.95342,675.723458,318.053563,34918.599789,2525.759998,2509.507737,-119.03396299999999,-403.024259,2024FY,2024
1045,002198,嘉应制药,1540.325718,197.2346363268839,9.026375999999999,12163.294406,28.8274480628271,4036.956036,4420.643098,1347.4828619999998,-16.788270999999998,169.911363,196.222432,10154.427520000001,1932.7230539999998,1933.9312710000002,0.012092,0.012092,2025Q1,2025
1047,002198,嘉应制药,2179.4297699999997,658.498909607456,20.229595,29343.625195,13.031982013073556,12790.070765,10213.555653,2453.89455,-33.295145,716.767783,504.022645,26645.016250999997,2564.048644,2574.100594,-85.44205500000001,-129.60867199999998,2025Q3,2025
1049,002198,嘉应制药,2008.255948,254.33099901309518,12.918239,19893.766409,10.397299598935811,7450.909431,7243.589748,1946.013048,-28.923634000000003,481.36565,339.407361,17432.361603999998,2350.126017,2359.787586,-122.700776,-129.60867199999998,2025H1,2025
1051,002287,奇正藏药,47240.822926,-33.9488570429463,7299.577905,204478.934021,15.493110483940095,32413.953695,93816.761233,16900.348918,4001.9269090000003,5509.369819,1226.8545490000001,155597.317407,52154.100792000005,51920.232706,-245.44749199999998,-828.950016,2022FY,2022
1053,002287,奇正藏药,9276.315733,6.587884787836618,373.477379,29593.34669,-27.39175659108887,5698.376785,14282.181788,3653.017515,1268.043821,1013.832697,447.67007699999994,26363.122683,9935.641377,9926.670533,9935.641377,-76.83343,2023Q1,2023
1055,002287,奇正藏药,38050.476077,6.157787783369401,5576.705114,124623.676594,-11.997154452014277,19488.490721000002,53353.861818,12966.015798999999,3742.8067969999997,4013.381882,2156.427761,95720.984778,41484.219893,41312.969277,5.628487000000001,-336.14166,2023Q3,2023
1057,002287,奇正藏药,31226.714668,34.2708623602816,643.622734,82980.662016,-7.482583661346101,12959.479997,31121.434763,7798.3567299999995,3130.5754620000002,2715.783309,569.8014599999999,59140.514162,34045.249414,33883.625975999996,5.628487000000001,-173.261245,2023H1,2023
1059,002287,奇正藏药,58119.88501900001,23.323038155862914,16640.567053,204515.240909,0.0177558085256172,32331.487811000003,97777.53128899999,18388.921393,5022.906513,5862.631446,1514.6876140000002,162867.438662,64638.294503,64441.287036,-140.129438,-127.163655,2023FY,2023
1061,002287,奇正藏药,9746.083734,6.722251495677035,980.8790230000001,36509.875648,23.371905281457042,6802.867483,16967.951901,3410.4822670000003,1032.376031,1201.894257,573.310107,29988.882046,11336.149667,11329.221072,11336.149667,-6.295226,2024Q1,2024
1062,002287,奇正藏药,39337.592295,3.906518132286861,6663.763776,147175.47880399998,18.09592111735671,27091.959245,66700.931127,11600.563593,4242.898754,4177.3785259999995,2808.457042,116622.18828699998,45056.988817000005,44143.708285,-24.207745000000003,-26.68552,2024Q3,2024
1064,002287,奇正藏药,32568.5757,5.274524584596296,5452.355154,100983.367427,21.695061202968944,18287.594463,41920.905364,7568.182959999999,2914.4788399999998,2732.188068,2114.055066,75537.404761,36652.941038,36516.243970999996,-8.799689,-49.388915000000004,2024H1,2024
1067,002287,奇正藏药,58228.111678999994,0.3784505016439205,7834.257020999999,233796.96523899998,14.317624544680774,41837.498327999994,110949.33206400002,17056.707465,5386.727432,6673.050364,1394.296476,185850.28592999998,65702.500899,64624.418712,-117.919747,7.9678130000000005,2024FY,2024
1069,002287,奇正藏药,7567.979348999999,-23.91190532271967,353.508498,40301.530971,10.38528687294421,7445.669524,17781.481553,3962.9675490000004,1433.306035,1147.252665,565.329477,32336.006802999997,9876.929878,8902.822362,87.900686,-63.478961,2025Q1,2025
1071,002287,奇正藏药,42351.903245999994,7.402942904211876,10823.788509999998,152294.381843,3.4780950472171344,27026.084006999998,68547.61455299999,13214.863495,3450.775857,4965.117872999999,2900.25932,120104.715105,49186.611607,47224.527519999996,58.66283000000001,-66.523322,2025Q3,2025
1073,002287,奇正藏药,35839.417554,9.89470637372549,4838.921618,117505.53541400001,16.361276523031123,20923.880418,46568.098337999996,8779.930031999998,2727.096994,3213.456983,803.719375,84513.44788200001,41936.785869,40257.408915,76.68778,-398.07795899999996,2025H1,2025
1075,002773,康弘药业,89667.003277,105.61637490613305,6807.998329999999,338902.815863,-5.999933458163737,38803.516795999996,132023.421104,39010.609137,-4494.415532,37399.760764,1571.202557,247590.16495799998,101536.756787,103029.607751,-412.705372,22.436011999999998,2022FY,2022
1077,002773,康弘药业,27933.104104000002,-6.509698482002532,1570.830672,88483.865101,-1.1587917052191858,10393.972693000002,30115.677325,9302.627154,-1187.4693869999999,6866.341581000001,958.699752,56449.849118,33599.335185,33484.011306,33599.335185,-159.081398,2023Q1,2023
1079,002773,康弘药业,82536.136922,8.833311172686516,4143.911925,299881.26670100004,13.955249726188304,32642.591820999998,117571.12358800002,30630.489427999997,-3941.796625,25834.81589,3816.747908,206553.97201,99537.03904,98220.10179,12.652722,-104.10810699999999,2023Q3,2023
1081,002773,康弘药业,52533.919202,-2.657441928652749,2861.8262579999996,192040.47528699998,8.903994326604431,21489.261875,74134.179396,20647.89185,-2573.727757,17009.853031,705.4281,133555.372999,63055.30169199999,62107.5983,98.361672,-184.201564,2023H1,2023
1083,002773,康弘药业,104476.576176,19.09347278771122,6801.607172,395745.964168,16.772698733780537,43840.892951999995,147086.910056,47238.32575,-5235.322394,42167.804303,1341.2762619999999,280706.814865,126106.76514,123391.697328,-23.052834,-131.72137,2023FY,2023
1085,002773,康弘药业,37352.147306,34.011899009243265,1270.636311,109278.40879100001,23.50094411705914,11485.655226,38775.61596,9545.200364,-1629.898834,6384.560961,1320.0291650000001,65881.16284199999,44653.825542,44598.168894,44653.825542,-35.620851,2024Q1,2024
