table_name,source_name,report_type,page_number,source_method,warning_text,stock_code,stock_abbr,report_year,report_period,total_operating_revenue,operating_revenue_yoy_growth,net_profit_10k_yuan,net_profit_excl_non_recurring,net_profit_excl_non_recurring_yoy,eps,roe,serial_number,net_profit_yoy_growth,gross_profit_margin,net_profit_margin,roe_weighted_excl_non_recurring,net_asset_per_share,operating_cf_per_share,asset_cash_and_cash_equivalents,asset_trading_financial_assets,asset_accounts_receivable,asset_inventory,asset_construction_in_progress,asset_total_assets,asset_total_assets_yoy_growth,liability_short_term_loans,liability_accounts_payable,liability_advance_from_customers,liability_contract_liabilities,liability_total_liabilities,liability_total_liabilities_yoy_growth,equity_unappropriated_profit,equity_total_equity,asset_liability_ratio,total_operating_expenses,operating_expense_cost_of_sales,operating_expense_taxes_and_surcharges,operating_expense_selling_expenses,operating_expense_administrative_expenses,operating_expense_rnd_expenses,operating_expense_financial_expenses,other_income,credit_impairment_loss,asset_impairment_loss,operating_profit,total_profit,net_profit,operating_cf_cash_from_sales,operating_cf_net_amount,investing_cf_cash_from_investment_recovery,investing_cf_cash_for_investments,investing_cf_net_amount,financing_cf_cash_from_borrowing,financing_cf_cash_for_debt_repayment,financing_cf_net_amount,net_cash_flow,net_cash_flow_yoy_growth,operating_cf_ratio_of_net_cf,investing_cf_ratio_of_net_cf,financing_cf_ratio_of_net_cf,operating_revenue_qoq_growth,net_profit_qoq_growth
income_sheet,奇正藏药：2023年一季度报告.pdf,全文,7,pdfplumber.combined_pages,,002287,奇正藏药,2023,2023Q1,29593.34669,-27.39175659108887,,,,,,1053,6.587884787836618,,,,,,,,,,,,,,,,,,,,,,26363.122683,5698.376785,447.67007699999994,14282.181788,3653.017515,1013.832697,1268.043821,373.477379,-76.83343,9935.641377,9935.641377,9926.670533,9276.315733,,,,,,,,,,,,,,,
cash_flow_sheet,奇正藏药：2023年一季度报告.pdf,全文,9,pdfplumber.combined_pages,,002287,奇正藏药,2023,2023Q1,,,,,,,,1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23320.388728,-18156.939295,40000.0,58243.0,-19647.730371999998,10000.0,6154.43364,9607.546908,-28243.087462,-22.974442235112488,64.28808224111287,69.5665103839489,-34.01733936109708,,
core_performance_indicators_sheet,奇正藏药：2023年一季度报告.pdf,全文,1,pdfplumber.combined_pages,,002287,奇正藏药,2023,2023Q1,29593.34669,-27.39,9276.315733,3157.908546,,0.1751,2.74,1505,6.52,80.74439891948563,31.345950257577982,0.9075925347795017,6.567789991544028,-0.34273090330942274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balance_sheet,奇正藏药：2023年三季度报告.pdf,全文,6,pdfplumber.combined_pages,,002287,奇正藏药,2023,2023Q3,,,,,,,,1053,,,,,,,22390.800202000002,204886.303652,20136.594193,16381.973800999998,73172.826274,639506.9355949999,8.6246335262698,105044.21777799999,7120.795342,0.0,5088.02427,283347.641125,12.386331816831419,195852.857679,356159.29446999996,44.30720377744961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,奇正藏药：2023年三季度报告.pdf,全文,8,pdfplumber.combined_pages,,002287,奇正藏药,2023,2023Q3,124623.676594,-11.997154452014277,,,,,,1055,6.157787783369401,,,,,,,,,,,,,,,,,,,,,,95720.984778,19488.490721000002,2156.427761,53353.861818,12966.015798999999,4013.381882,3742.8067969999997,5576.705114,-336.14166,5.628487000000001,41484.219893,41312.969277,38050.476077,,,,,,,,,,,,,,,
cash_flow_sheet,奇正藏药：2023年三季度报告.pdf,全文,10,pdfplumber.combined_pages,,002287,奇正藏药,2023,2023Q3,,,,,,,,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119430.327612,11702.887191,105510.529417,149243.0,-51586.024312,75000.0,34930.0,18404.750509,-21366.337715,55.75939161963751,-54.7725461756795,241.43596811064444,-86.13900404690857,,
core_performance_indicators_sheet,奇正藏药：2023年三季度报告.pdf,全文,2,pdfplumber.combined_pages,,002287,奇正藏药,2023,2023Q3,124623.676594,-12.0,38050.476077,4508.859495000001,,0.7176,2.07,1507,6.157787783369401,84.36212824591128,30.53230101769597,1.2659671009595936,6.716864966274625,0.22070661694921218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.998298053171524,-68.91281370690953
balance_sheet,奇正藏药：2023年半年度报告（更新后）.pdf,全文,101,pdfplumber.combined_pages,,002287,奇正藏药,2023,2023H1,,,,,,,,1054,,,,,,,43757.137917,47725.332361,10241.840981,12777.413444,53308.31527,588664.4252439999,-0.011315119532713426,70172.638888,6353.044599,0.0,10215.937591,249899.02177,0.0,178480.234603,338765.403474,42.451864093267986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,奇正藏药：2023年半年度报告（更新后）.pdf,全文,58,pdfplumber.combined_pages,,002287,奇正藏药,2023,2023H1,82980.662016,-7.482583661346101,,,,,,1057,34.2708623602816,,,,,,,,,,,,,,,,,,,,,,59140.514162,12959.479997,569.8014599999999,31121.434763,7798.3567299999995,2715.783309,3130.5754620000002,643.622734,-173.261245,5.628487000000001,34045.249414,33883.625975999996,31226.714668,,,,,,,,,,,,,,,
cash_flow_sheet,奇正藏药：2023年半年度报告（更新后）.pdf,全文,62,pdfplumber.combined_pages,,002287,奇正藏药,2023,2023H1,,,,,,,,1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103452.706114,22615.4632,65055.45,102243.0,-41593.193308999995,50000.0,14904.604167,34094.020138,15251.846037000001,143.38692629237377,148.28016979148842,-272.70923931501517,223.5402852565525,,
core_performance_indicators_sheet,奇正藏药：2023年半年度报告摘要.pdf;奇正藏药：2023年半年度报告（更新后）.pdf,摘要,2,pymupdf.find_tables[1],,002287,奇正藏药,2023,2023H1,82980.662016,-7.48,31226.714668,21824.0144,-11.32,0.5893,8.94,1510,34.41,84.3825299989759,37.63131542862238,6.442220538519358,6.3930661419149,0.42679137416326807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.403101701371,136.6284154916442
balance_sheet,奇正藏药：2023年年度报告.pdf,全文,101,pdfplumber.combined_pages,,002287,奇正藏药,2023,2023FY,,,,,,,,1057,,,,,,,40343.416914,135512.858715,7580.374172,15633.292324000002,30275.023216,629847.859358,6.969718415637349,45151.836112,25560.307192,0.0,7388.904035,252833.449993,-8.448594124798326,210414.41129400002,377014.409365,40.14198766202231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,奇正藏药：2023年年度报告.pdf,全文,105,pdfplumber.combined_pages,,002287,奇正藏药,2023,2023FY,204515.240909,0.0177558085256172,,,,,,1059,23.323038155862914,,,,,,,,,,,,,,,,,,,,,,162867.438662,32331.487811000003,1514.6876140000002,97777.53128899999,18388.921393,5862.631446,5022.906513,16640.567053,-127.163655,-140.129438,64638.294503,64441.287036,58119.88501900001,,,,,,,,,,,,,,,
cash_flow_sheet,奇正藏药：2023年年度报告.pdf,全文,108,pdfplumber.combined_pages,,002287,奇正藏药,2023,2023FY,,,,,,,,1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221490.42663499998,69340.508434,113814.9091,149243.0,-31059.060606,75000.0,95180.0,-43249.672055,-4906.760426,78.5789314538738,-1413.162706428007,632.9850636567436,881.4302778229834,,
core_performance_indicators_sheet,奇正藏药：2023年年度报告.pdf;奇正藏药：2023年年度报告摘要.pdf,全文,7,pdfplumber.combined_pages,,002287,奇正藏药,2023,2023FY,204515.2409,40.21,58119.885010000005,36997.80848,-15.917548063558243,1.0972,17.15,1512,23.323038155862914,84.1911597065834,28.418363717382178,9.813367224429134,7.117361120381571,1.3090254020446412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.84865724924414,194.1106485131507
balance_sheet,奇正藏药：2024年一季度报告.pdf,全文,5,pdfplumber.combined_pages,,002287,奇正藏药,2024,2024Q1,,,,,,,,1059,,,,,,,35724.186672,220834.520547,24128.691221,16901.857330000003,32076.387280000003,676539.135456,7.413103879656292,89159.609168,24687.428932,0.0,9903.911184,289608.488725,28.56290893063812,220160.49502800003,386930.646731,42.807351939780766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,奇正藏药：2024年一季度报告.pdf,全文,7,pdfplumber.combined_pages,,002287,奇正藏药,2024,2024Q1,36509.875648,23.371905281457042,,,,,,1061,6.722251495677035,,,,,,,,,,,,,,,,,,,,,,29988.882046,6802.867483,573.310107,16967.951901,3410.4822670000003,1201.894257,1032.376031,980.8790230000001,-6.295226,11336.149667,11336.149667,11329.221072,9746.083734,,,,,,,,,,,,,,,
cash_flow_sheet,奇正藏药：2024年一季度报告.pdf,全文,9,pdfplumber.combined_pages,,002287,奇正藏药,2024,2024Q1,,,,,,,,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20450.080583000003,-19132.848983,29900.0,54000.0,-27688.220767000003,43920.0,0.0,43584.524686000004,-3230.170419,88.56296988299856,592.3170143116836,857.1752315028552,-1349.2948987964837,,
core_performance_indicators_sheet,奇正藏药：2024年一季度报告.pdf,全文,2,pdfplumber.combined_pages,,002287,奇正藏药,2024,2024Q1,36509.875648,23.37,9746.083734,5602.848572,77.42276226133623,0.1838,2.59,1516,5.06,81.3670483334756,26.694376688554637,1.4480239855219286,7.297069757471652,-0.3608236640536337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.30071251557902,-51.438112768859
balance_sheet,奇正藏药：2024年三季度报告.pdf,全文,6,pdfplumber.combined_pages,,002287,奇正藏药,2024,2024Q3,,,,,,,,1060,,,,,,,31587.542380000003,303702.87748699996,24957.711664,18011.823252000002,38511.744587,652975.78333,3.671985802345056,75377.71715299999,17053.332537000002,0.0,8491.97993,261899.34182899998,9.581018282159892,224303.676693,391076.441501,40.108584194866175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,奇正藏药：2024年三季度报告.pdf,全文,8,pdfplumber.combined_pages,,002287,奇正藏药,2024,2024Q3,147175.47880399998,18.09592111735671,,,,,,1062,3.906518132286861,,,,,,,,,,,,,,,,,,,,,,116622.18828699998,27091.959245,2808.457042,66700.931127,11600.563593,4177.3785259999995,4242.898754,6663.763776,-26.68552,-24.207745000000003,45056.988817000005,44143.708285,39337.592295,,,,,,,,,,,,,,,
cash_flow_sheet,奇正藏药：2024年三季度报告.pdf,全文,10,pdfplumber.combined_pages,,002287,奇正藏药,2024,2024Q3,,,,,,,,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148086.032267,23121.66855,146998.177358,162570.390411,-32363.573669,75350.0,45270.0,2019.3547190000002,-7262.835111,66.00804869848515,-318.35596150297897,445.6052378221203,-27.803945541067925,,
core_performance_indicators_sheet,奇正藏药：2024年三季度报告.pdf,全文,2,pdfplumber.combined_pages,,002287,奇正藏药,2024,2024Q3,147175.47880399998,18.1,39337.592295,4323.491948,-4.111184817481226,0.742,1.86,1518,3.906518132286861,81.59206991194536,26.728360331946057,1.1055362811950267,7.376626343006385,0.43612933743991855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.354878722350428,-70.34058942781446
balance_sheet,奇正藏药：2024年半年度报告.pdf,全文,57,pdfplumber.combined_pages,,002287,奇正藏药,2024,2024H1,,,,,,,,1063,,,,,,,87574.594624,216287.23888400002,33391.413834,16434.215671,37625.992429000005,674417.751399,7.07629491452583,75424.626876,17077.874347,0.0,7310.409179,290034.296438,32.94790087760228,217534.660098,384383.454961,43.005139742593975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,奇正藏药：2024年半年度报告.pdf,全文,61,pdfplumber.combined_pages,,002287,奇正藏药,2024,2024H1,100983.367427,21.695061202968944,,,,,,1064,5.274524584596296,,,,,,,,,,,,,,,,,,,,,,75537.404761,18287.594463,2114.055066,41920.905364,7568.182959999999,2732.188068,2914.4788399999998,5452.355154,-49.388915000000004,-8.799689,36652.941038,36516.243970999996,32568.5757,,,,,,,,,,,,,,,
cash_flow_sheet,奇正藏药：2024年半年度报告.pdf,全文,65,pdfplumber.combined_pages,,002287,奇正藏药,2024,2024H1,,,,,,,,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84228.98896,84271.831214,132174.88191,99324.0,15122.424266,65350.0,35270.0,28977.539402,48614.5703,218.74548288819705,173.3468601984126,31.10677348926398,59.60669655862411,,
core_performance_indicators_sheet,奇正藏药：2024年半年度报告摘要.pdf;奇正藏药：2024年半年度报告.pdf,摘要,1,pdfplumber.combined_pages,,002287,奇正藏药,2024,2024H1,100983.367427,21.7,32568.5757,22729.224301,4.15,0.6143,8.48,1522,4.3,81.89048857355648,32.25142568506991,5.913164057309942,7.250140704880204,1.5895133515083437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.59192378687776,134.17089970591874
balance_sheet,奇正藏药：2024年年度报告.pdf,全文,101,pdfplumber.combined_pages,,002287,奇正藏药,2024,2024FY,,,,,,,,1065,,,,,,,18959.14935,231156.96440599998,9450.55665,18532.823631,29455.856144999998,679042.036707,7.810485757488059,81300.77940099999,17767.703843,28.065658000000003,10973.548608,267710.76463499997,33.680595510605,238372.50785,411331.27207199996,39.42477050953394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,奇正藏药：2024年年度报告.pdf,全文,105,pdfplumber.combined_pages,,002287,奇正藏药,2024,2024FY,233796.96523899998,14.317624544680774,,,,,,1067,0.3784505016439205,,,,,,,,,,,,,,,,,,,,,,185850.28592999998,41837.498327999994,1394.296476,110949.33206400002,17056.707465,6673.050364,5386.727432,7834.257020999999,7.9678130000000005,-117.919747,65702.500899,64624.418712,58228.111678999994,,,,,,,,,,,,,,,
cash_flow_sheet,奇正藏药：2024年年度报告.pdf,全文,109,pdfplumber.combined_pages,,002287,奇正藏药,2024,2024FY,,,,,,,,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224545.32508699998,156461.17891800002,217292.424206,250670.390411,-51801.738352,81187.26505,66048.78214299999,-13820.790424,-19891.228141,-305.38413156672834,-786.5838037194932,260.42503753313116,69.48183554092594,,
core_performance_indicators_sheet,奇正藏药：2024年年度报告摘要.pdf;奇正藏药：2024年年度报告.pdf,摘要,5,pdfplumber.combined_pages,,002287,奇正藏药,2024,2024FY,233796.96523899998,14.32,58228.111678999994,42580.862626999995,15.090229330794122,1.0981,15.07,1526,0.3784505016439205,82.10520043096736,24.905418091922645,10.35196337310006,7.7571272163573,2.950636996731241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.52441456514727,179.07332060544297
balance_sheet,奇正藏药：2025年一季度报告.pdf,全文,6,pdfplumber.combined_pages,,002287,奇正藏药,2025,2025Q1,,,,,,,,1067,,,,,,,52308.998662,267445.378635,19022.866906,21935.679051,29805.240770999997,671475.0640520001,-1.1143599727191862,91148.025574,18990.689662,12.704135,6703.637095,264569.584576,-4.61074506318895,234256.600303,406905.479476,39.40125236810154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,奇正藏药：2025年一季度报告.pdf,全文,8,pdfplumber.combined_pages,,002287,奇正藏药,2025,2025Q1,40301.530971,10.38528687294421,,,,,,1069,-23.91190532271967,,,,,,,,,,,,,,,,,,,,,,32336.006802999997,7445.669524,565.329477,17781.481553,3962.9675490000004,1147.252665,1433.306035,353.508498,-63.478961,87.900686,9876.929878,8902.822362,7567.979348999999,,,,,,,,,,,,,,,
cash_flow_sheet,奇正藏药：2025年一季度报告.pdf,全文,10,pdfplumber.combined_pages,,002287,奇正藏药,2025,2025Q1,,,,,,,,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72712.053353,25581.854895,63063.609178,50000.0,10159.382193000001,55152.73495,45393.5,-2385.9369699999997,33349.849312,,76.70755767341682,30.4630527651123,-7.154266118802186,,
core_performance_indicators_sheet,奇正藏药：2025年一季度报告.pdf,全文,2,pdfplumber.combined_pages,,002287,奇正藏药,2025,2025Q1,40301.530971,10.39,7567.979348999999,6518.3489420000005,16.33990921288102,0.1425,1.84,1527,-23.91190532271967,81.52509509041302,18.77839170538145,1.6019319647388686,7.661758595177953,0.4816892534226047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.473978997991544,-59.93768516809562
balance_sheet,奇正藏药：2025年三季度报告.pdf,全文,7,pdfplumber.combined_pages,,002287,奇正藏药,2025,2025Q3,,,,,,,,1069,,,,,,,28368.424408999996,273843.280537,25327.258561000002,28015.761532,33241.574262,663834.593971,-2.23954363852761,95537.94305,15975.871758000001,28.065658000000003,9747.279788,178733.025663,-7.379346186862963,236392.44957199998,485101.568308,26.92433134492657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,奇正藏药：2025年三季度报告.pdf,全文,9,pdfplumber.combined_pages,,002287,奇正藏药,2025,2025Q3,152294.381843,3.4780950472171344,,,,,,1071,7.402942904211876,,,,,,,,,,,,,,,,,,,,,,120104.715105,27026.084006999998,2900.25932,68547.61455299999,13214.863495,4965.117872999999,3450.775857,10823.788509999998,-66.523322,58.66283000000001,49186.611607,47224.527519999996,42351.903245999994,,,,,,,,,,,,,,,
cash_flow_sheet,奇正藏药：2025年三季度报告.pdf,全文,11,pdfplumber.combined_pages,,002287,奇正藏药,2025,2025Q3,,,,,,,,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187061.680713,50253.874319,121735.671269,115243.0,1837.790354,89562.73495,80789.74,-42501.818324,9409.275059,229.55374747182526,534.088694441258,19.531689130951147,-451.7013059719929,,
core_performance_indicators_sheet,奇正藏药：2025年三季度报告.pdf,全文,2,pdfplumber.combined_pages,,002287,奇正藏药,2025,2025Q3,152294.381843,3.48,42351.903245999994,-754.4342429999999,-117.44965070072566,0.7912,1.3,1530,7.402942904211876,82.25405055659824,27.809235464549502,-0.15552088310730747,9.062458388609478,0.9388212173191554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.93906478039656,-76.9644344062828
balance_sheet,奇正藏药：2025年半年度报告.pdf,全文,50,pdfplumber.combined_pages,,002287,奇正藏药,2025,2025H1,,,,,,,,1070,,,,,,,30423.204094999997,290357.787253,48040.029395,20586.575205,30224.509833999997,682900.706885,0.5682520329245799,80628.14560399999,17926.984757,28.065658000000003,8006.410759,274250.776609,1.0720113112417116,242381.073146,408649.930276,40.15968556541319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,奇正藏药：2025年半年度报告.pdf,全文,55,pdfplumber.combined_pages,,002287,奇正藏药,2025,2025H1,117505.53541400001,16.361276523031123,,,,,,1073,9.89470637372549,,,,,,,,,,,,,,,,,,,,,,84513.44788200001,20923.880418,803.719375,46568.098337999996,8779.930031999998,3213.456983,2727.096994,4838.921618,-398.07795899999996,76.68778,41936.785869,40257.408915,35839.417554,,,,,,,,,,,,,,,
cash_flow_sheet,奇正藏药：2025年半年度报告.pdf,全文,58,pdfplumber.combined_pages,,002287,奇正藏药,2025,2025H1,,,,,,,,1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145651.897089,49124.100023,89735.671269,100243.0,-13338.367506999999,64562.73495,70670.0,-24305.587246,11464.054745,-76.41847973919045,428.5054556672042,-116.34947497801747,-212.01562437235202,,
core_performance_indicators_sheet,奇正藏药：2025年半年度报告摘要.pdf;奇正藏药：2025年半年度报告.pdf,摘要,1,pdfplumber.combined_pages,,002287,奇正藏药,2025,2025H1,117505.53541400001,16.36,35839.417554,28947.247566000002,27.36,0.6756,8.58,1534,10.04,82.19328107030857,30.50019509951526,7.08362963538234,7.703358808174944,0.9260262649506896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.56593455110709,273.5665347545599
balance_sheet,康弘药业：2022年年度报告.pdf,全文,105,pdfplumber.combined_pages,,002773,康弘药业,2022,2022FY,,,,,,,,1073,,,,,,,358536.88047699997,10000.0,14961.991516,33096.394925,47587.739645999995,772072.994131,10.992542366822939,0.0,40954.312799,201.270594,914.22455,81385.134577,3.93894906072995,350859.034436,690687.859554,10.541119194125203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,康弘药业：2022年年度报告.pdf,全文,109,pdfplumber.combined_pages,,002773,康弘药业,2022,2022FY,338902.815863,-5.999933458163737,,,,,,1075,105.61637490613305,,,,,,,,,,,,,,,,,,,,,,247590.16495799998,38803.516795999996,1571.202557,132023.421104,39010.609137,37399.760764,-4494.415532,6807.998329999999,22.436011999999998,-412.705372,101536.756787,103029.607751,89667.003277,,,,,,,,,,,,,,,
cash_flow_sheet,康弘药业：2022年年度报告.pdf,全文,113,pdfplumber.combined_pages,,002773,康弘药业,2022,2022FY,,,,,,,,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369153.593852,92515.338475,579280.0,569280.0,-21555.297873,0.0,0.0,-7385.1182659999995,63673.603174,263.799096824313,145.2962198828054,-33.85280053038011,-11.598398548011781,,
core_performance_indicators_sheet,康弘药业：2022年年度报告.pdf;康弘药业：2022年年度报告摘要.pdf,全文,8,pdfplumber.combined_pages,,002773,康弘药业,2022,2022FY,338902.815863,-6.0,89667.003277,82553.710968,,0.98,13.82,1536,105.61637490613305,88.55025246774989,26.458028402233012,11.952390624226068,7.548753472578037,1.011130386786953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balance_sheet,康弘药业：2023年一季度报告.pdf,全文,6,pdfplumber.combined_pages,,002773,康弘药业,2023,2023Q1,,,,,,,,1074,,,,,,,213776.590648,168657.0,21930.511258000002,34273.442094,46562.011362,789762.703938,2.291196550257596,0.0,33782.773294,622.885687,371.345746,71332.30129500001,-12.538621592218666,378243.082947,718430.402643,9.032118247584393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,康弘药业：2023年一季度报告.pdf,全文,8,pdfplumber.combined_pages,,002773,康弘药业,2023,2023Q1,88483.865101,-1.1587917052191858,,,,,,1077,-6.509698482002532,,,,,,,,,,,,,,,,,,,,,,56449.849118,10393.972693000002,958.699752,30115.677325,9302.627154,6866.341581000001,-1187.4693869999999,1570.830672,-159.081398,33599.335185,33599.335185,33484.011306,27933.104104000002,,,,,,,,,,,,,,,
cash_flow_sheet,康弘药业：2023年一季度报告.pdf,全文,10,pdfplumber.combined_pages,,002773,康弘药业,2023,2023Q1,,,,,,,,1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86768.31742,18768.607346,25000.0,183657.0,-164033.819343,0.0,0.0,-31.091281,-145316.318248,-41.88243062323203,-12.915691487565137,112.88052251850773,0.02139558817265033,,
core_performance_indicators_sheet,康弘药业：2023年一季度报告.pdf,全文,2,pdfplumber.combined_pages,,002773,康弘药业,2023,2023Q1,88483.865101,-1.16,27933.104104000002,26653.118833,,0.3,3.97,1540,-6.509698482002532,88.25325647660645,31.568584930275968,3.709909649556462,7.715902965543896,0.20157380944259984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balance_sheet,康弘药业：2023年三季度报告.pdf,全文,6,pdfplumber.combined_pages,,002773,康弘药业,2023,2023Q3,,,,,,,,1077,,,,,,,252686.39563299998,196997.0,18350.156336,37707.212986,17139.502631,839233.2820840001,8.698696685873818,0.0,30144.888972000004,400.343896,683.572293,79675.122887,3.3596787657384386,418722.675498,759558.159197,9.493799231740336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,康弘药业：2023年三季度报告.pdf,全文,8,pdfplumber.combined_pages,,002773,康弘药业,2023,2023Q3,299881.26670100004,13.955249726188304,,,,,,1079,8.833311172686516,,,,,,,,,,,,,,,,,,,,,,206553.97201,32642.591820999998,3816.747908,117571.12358800002,30630.489427999997,25834.81589,-3941.796625,4143.911925,-104.10810699999999,12.652722,99537.03904,98220.10179,82536.136922,,,,,,,,,,,,,,,
cash_flow_sheet,康弘药业：2023年三季度报告.pdf,全文,10,pdfplumber.combined_pages,,002773,康弘药业,2023,2023Q3,,,,,,,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320376.579639,100580.461423,270657.0,457654.0,-195145.58061900001,0.0,0.0,-13034.661338,-107599.03136400001,21.42290957806606,-93.47710676199614,181.36369644335937,12.114106579551494,,
core_performance_indicators_sheet,康弘药业：2023年三季度报告.pdf,全文,2,pdfplumber.combined_pages,,002773,康弘药业,2023,2023Q3,299881.26670100004,13.96,82536.136922,29240.857313,,0.9,4.05,1542,8.833311172686516,89.11482795170842,27.522938604995815,3.8497193347133876,8.282461098504427,1.0967609904767817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.137042744355179,21.956193729691247
balance_sheet,康弘药业：2023年半年度报告.pdf,全文,69,pdfplumber.combined_pages,,002773,康弘药业,2023,2023H1,,,,,,,,1079,,,,,,,298100.998435,28000.0,18235.537576,36606.638976999995,23048.110441,801719.6272689999,3.839874385370573,0.0,34028.175011,265.4739,623.4862889999999,72661.392523,-8.497736989850639,388972.239762,729058.234746,9.063192424328664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,康弘药业：2023年半年度报告.pdf,全文,73,pdfplumber.combined_pages,,002773,康弘药业,2023,2023H1,192040.47528699998,8.903994326604431,,,,,,1081,-2.657441928652749,,,,,,,,,,,,,,,,,,,,,,133555.372999,21489.261875,705.4281,74134.179396,20647.89185,17009.853031,-2573.727757,2861.8262579999996,-184.201564,98.361672,63055.30169199999,62107.5983,52533.919202,,,,,,,,,,,,,,,
cash_flow_sheet,康弘药业：2023年半年度报告.pdf,全文,77,pdfplumber.combined_pages,,002773,康弘药业,2023,2023H1,,,,,,,,1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203974.222371,55579.292534,213657.0,1324.0927880000002,-103244.845426,0.0,0.0,-13932.215606,-61573.760259,49.276839085907305,-90.26457422807175,167.67669375999995,22.626871491031896,,
core_performance_indicators_sheet,康弘药业：2023年半年度报告.pdf;康弘药业：2023年半年度报告摘要.pdf,全文,8,pdfplumber.combined_pages,,002773,康弘药业,2023,2023H1,192040.47528699998,8.9,52533.919202,50965.245163,1.94,0.57,7.33,1544,-2.19,88.81003504970252,27.35564943978049,6.990558879121092,7.910378668062505,0.603042705086696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.034456019518554,-11.92953347967806
balance_sheet,康弘药业：2023年年度报告.pdf,全文,110,pdfplumber.combined_pages,,002773,康弘药业,2023,2023FY,,,,,,,,1081,,,,,,,470214.27046,10000.0,16040.661447999999,4916.275133,16654.180979,852968.09107,10.477648817395915,0.0,34402.988860000005,388.26842,510.035122,71776.386241,-5.6552412246975,438099.44993500004,781191.704829,8.41489699233187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,康弘药业：2023年年度报告.pdf,全文,114,pdfplumber.combined_pages,,002773,康弘药业,2023,2023FY,395745.964168,16.772698733780537,,,,,,1083,19.09347278771122,,,,,,,,,,,,,,,,,,,,,,280706.814865,43840.892951999995,1341.2762619999999,147086.910056,47238.32575,42167.804303,-5235.322394,6801.607172,-131.72137,-23.052834,126106.76514,123391.697328,104476.576176,,,,,,,,,,,,,,,
