serial_number,stock_code,stock_abbr,asset_cash_and_cash_equivalents,asset_accounts_receivable,asset_inventory,asset_trading_financial_assets,asset_construction_in_progress,asset_total_assets,asset_total_assets_yoy_growth,liability_accounts_payable,liability_advance_from_customers,liability_total_liabilities,liability_total_liabilities_yoy_growth,liability_contract_liabilities,liability_short_term_loans,asset_liability_ratio,equity_unappropriated_profit,equity_total_equity,report_period,report_year
868,002317,众生药业,76613.136153,58130.11590599999,48367.903400999996,61110.83519600001,1105.9418560000001,582004.644721,-9.885789851405653,9419.434742,10.736456,127688.255022,-58.79779162764458,2626.930793,0.0,21.939387628634975,136337.242371,454316.389699,2024Q3,2024
870,002317,众生药业,97164.167277,56356.53245,50483.561925,28950.849486000003,526.278241,579040.991442,-10.344664667635683,10538.710791,0.88502,134701.345556,-50.77701410386365,2199.7855449999997,0.0,23.262834159728467,130197.977779,444339.64588599995,2024H1,2024
872,002317,众生药业,139944.953439,53901.570632,44147.724429,30599.007136,2758.446261,555349.323327,-14.012944600881427,7158.01137,5.2643,154337.882426,18.53257501187643,2008.061764,30346.162685000003,27.791135406700224,91541.28796,401011.440901,2024FY,2024
874,002317,众生药业,99026.01474700001,57102.9391,37763.859028,20556.694783000003,2588.550343,523277.53250900004,-5.77506615581406,8510.303135,23.954620000000002,113876.193609,-33.43600792874545,2012.795,35325.965915,21.762102619424308,99802.47187000001,409401.3389,2025Q1,2025
876,002317,众生药业,93231.628309,60559.870211,34915.678383,34211.864943,6822.2720340000005,516735.53023900004,-6.95306385837864,8235.909377,15.785241000000001,104151.675036,-31.014722655152887,2117.991457,40271.316707,20.15570227729993,99567.961512,412583.855203,2025Q3,2025
878,002317,众生药业,99160.094278,62805.799682000004,36287.064681,17495.045255,5390.290887,515599.316926,-7.157658203824709,9501.691749,27.651189000000002,110965.30156500002,-26.807654219633143,2396.894932,41529.168842,21.521615316826733,93299.742234,404634.015361,2025H1,2025
881,300181,佐力药业,108207.076305,45283.962655,31882.646083999996,1082.808078,7805.735584999999,363911.79630700004,32.40223224635027,44581.301443000004,79.139639,87919.27549,29.143324656210023,1414.321613,13815.736072,24.159501390779408,59251.028507,275992.520817,2022FY,2022
882,300181,佐力药业,102296.59707,45438.705820999996,37092.055709,1500.0,10320.56172,359682.101708,-1.1622856532608306,43474.840356,67.66982900000001,78564.135146,-9.401513583950877,259.96610899999996,13814.416688,21.8426590516813,68996.48884199999,281117.966562,2023Q1,2023
885,300181,佐力药业,101007.541408,46128.821147,40031.353377,100.0,14909.473848,354347.078972,-2.6283064830718352,42555.331253,38.165704999999996,83018.22675599999,-0.008869186985327376,81.914435,20300.928576,23.42850602771865,63818.008927999996,271328.85221599997,2023Q3,2023
887,300181,佐力药业,95166.008902,47878.645942,39769.835569,1000.0,11083.233921,354870.05582199997,-2.484596700836914,48474.039562,33.652546,89894.12094400001,7.701417015545123,169.581849,22197.275942,25.331559952494327,54897.648923,264975.934878,2023H1,2023
889,300181,佐力药业,93197.946661,47284.227711,42652.064787999996,15000.0,6114.176901,362703.89705100004,-0.43790629454856606,42226.108,34.374916,85309.232235,5.283263980614547,223.458333,19306.139693,23.52035170523812,73425.099158,277394.664816,2023FY,2023
890,300181,佐力药业,101202.422399,66121.31464400001,43454.790147,100.0,11297.351543,386464.86270500004,6.55106433848406,53045.537987,140.78803100000002,95541.831325,13.381567853691672,430.253825,17299.830645,24.721996886410313,87666.632535,290923.03138,2024Q1,2024
892,300181,佐力药业,78630.95415399999,75144.92642100001,47855.659549,15100.0,10510.856648,387243.902799,6.7658511384975135,60007.387826,108.14303799999999,123118.38756700001,47.715516149619354,455.123426,36164.785913,31.793499310666988,80529.74961,264125.51523200003,2024Q3,2024
894,300181,佐力药业,92591.335505,66400.7072,50598.151444999996,15000.0,7115.069915000001,389407.807337,7.3624547470040245,66654.902302,89.281437,117508.563354,41.46584735314745,312.773873,23071.397831000002,30.176221724364694,67987.146777,271899.243983,2024H1,2024
897,300181,佐力药业,80466.79191,59171.184699,52374.897161,15000.0,16142.827628000001,399195.58544,10.061013594201563,43009.254282,33.034844,117251.509828,32.86554264655585,1444.919925,37730.863537,29.371945508556525,84708.75699600001,281944.075612,2024FY,2024
899,300181,佐力药业,74103.12959,89113.62371799999,47499.460139999996,0.0,27346.228160000002,456927.095355,14.461961008753985,47927.191565,287.48233999999997,138797.379903,14.741473019690938,579.4634629999999,46119.370930000005,30.3762638096925,102823.90024199999,318129.715452,2025Q1,2025
901,300181,佐力药业,69265.156575,89442.990368,48850.618437,0.0,13696.808025,464330.56073599996,16.316557014077976,31778.782668,120.777469,146060.70562300002,21.09309094524071,742.2138150000001,61000.863222,31.45619047591493,94077.135573,318269.855113,2025Q3,2025
903,300181,佐力药业,73133.0239,82389.188589,48065.626342,0.0,24568.668023,459939.56337600003,15.216595611659137,41779.347929,178.996123,149253.32285,19.81547945632192,1041.398935,57019.501875,32.4506380261064,80429.703675,310686.24052600004,2025H1,2025
905,002390,信邦制药,89918.074532,291282.363968,103271.763049,0.0,2498.104864,979309.157335,1.7078851074053576,71165.724158,0.0,272804.292248,-2.46156394344214,3323.852899,134324.203095,27.856810099722136,37321.196387,706504.865087,2022FY,2022
906,002390,信邦制药,90994.535172,304933.420063,106389.397442,0.0,2476.74068,988992.53418,0.9887967219005074,63576.41063300001,0.0,276328.893798,1.3672691917698563,3016.545616,143196.627363,27.940442849461107,42615.673475999996,712663.640382,2023Q1,2023
909,002390,信邦制药,105840.77084,286904.819176,105845.358659,0.0,5544.506815,962721.537806,-1.6938082733893765,67467.897876,0.0,248146.417748,-9.066171899727786,2601.6575,112686.789401,25.77551327183505,50315.585094,714575.120058,2023Q3,2023
911,002390,信邦制药,78834.86889099999,312613.086703,17282.235486,0.0,3666.9606,967137.317391,-1.2429006563283151,65821.543986,0.0,256499.14727199997,-5.996675075574247,3059.663479,126418.194962,26.52148176475554,41260.229908,710638.1701189999,2023H1,2023
913,002390,信邦制药,80598.297914,287527.47034400003,17295.307602,0.0,5806.288968,924497.115019,-5.600980676517605,65463.044277,0.0,210288.452982,-23.382435984797027,2798.409127,79628.53912999999,22.74625302402141,53231.514983,714208.662037,2023FY,2023
914,002390,信邦制药,61396.823538,295020.41456199996,95567.199736,0.0,7560.65919,913043.092302,-1.2389462910075804,61983.052848,0.0,195472.58065299998,-7.104174585899795,2550.3183670000003,71579.786145,21.408910740474127,59113.999339,717570.511649,2024Q1,2024
916,002390,信邦制药,75233.652478,271644.537132,92402.694109,0.0,10554.744423,889666.8585809999,-3.767481355232169,63679.79253300001,0.0,179969.944574,-14.558106375857669,2921.812943,60926.910668,20.22891409724403,53761.537521000006,709696.9140069999,2024Q3,2024
919,002390,信邦制药,72998.919491,279038.868616,15732.809212999999,0.0,8770.615545999999,900518.50388,-2.5936923706362505,68713.24512400001,0.0,192665.822315,-8.459566961068191,2351.680065,80786.666885,21.3949876082362,53279.727946,707852.681565,2024H1,2024
920,002390,信邦制药,101551.53134,253434.040501,106043.008841,0.0,14502.200606,902833.6478889999,-2.3432703875506307,65199.19233,0.0,200841.482686,-12.226675972025722,2593.637362,59234.049638,22.245679827685457,45675.228693,701992.165203,2024FY,2024
922,002390,信邦制药,98524.952533,259609.05415399998,101533.900049,0.0,15803.726813999998,901615.318807,-0.13494502390873916,62877.412716,0.0,201562.549424,-3.325443182743619,2932.536023,55008.200084000004,22.355714817568064,49799.64981,700052.769383,2025Q1,2025
924,002390,信邦制药,96205.02146599999,244113.07846999998,92824.270214,0.0,17857.757553,859185.056533,-4.8346216889522005,57754.175588,0.0,161798.092082,-23.653945745666967,2433.272236,30696.218601,18.831576602937062,49529.286025,697386.964451,2025Q3,2025
926,002390,信邦制药,99853.122217,248112.149998,13646.299246,0.0,17661.545723,878673.7328440001,-2.6760095950666396,53607.146949,0.0,181430.733029,-15.313514377343079,4285.446286,45516.259141,20.64824817759873,50705.692998,697242.999815,2025H1,2025
928,002907,华森制药,50352.8894,21684.43681,11475.554651999999,8060.752055,1751.5933989999999,186666.67313699998,5.373065684601924,4804.292145,91.061483,25627.673684,2.1013643200419816,581.460321,0.0,13.729110426257568,64997.949658000005,161038.999453,2022FY,2022
931,002907,华森制药,54712.275610000004,21173.567345,15037.621453999998,0.0,2175.061633,193771.871954,3.8063563771693296,5947.795368,77.234719,29996.348593000002,21.415519136350802,331.539746,7000.0,15.480238845048113,68008.003847,163775.523361,2023Q1,2023
932,002907,华森制药,45353.433674,17809.258511,16329.748688999998,0.0,2038.0934739999998,184569.434408,-1.1235207087345216,4846.719945000001,77.05558,21493.958349,-20.087677436799808,136.78885400000001,0.0,11.645459291751703,66552.276137,163075.47605899998,2023Q3,2023
935,002907,华森制药,50852.435701999995,18169.213361000002,15308.651585,0.0,2215.1055760000004,192162.76125799998,2.944332819906354,5274.353632,90.43085,29445.965970999998,18.172167597760065,161.81322,7000.0,15.323450692647727,66210.98743400001,162716.795287,2023H1,2023
936,002907,华森制药,43756.481913999996,16936.361062,15167.664809,0.0,2577.6293539999997,185145.388914,-0.8149736626438144,5523.2683,126.482649,23353.288171,-10.71473315363562,442.645803,0.0,12.613486248824483,64869.14016,161792.10074300002,2023FY,2023
938,002907,华森制药,44274.919998000005,21705.805664,13678.735290999999,0.0,2660.908737,189012.007579,2.088422880893907,6453.876546,121.684164,23181.939619,0.06448726027291003,222.881004,0.0,12.264797308875105,68904.265367,165830.06796,2024Q1,2024
940,002907,华森制药,27146.03835,21304.300197,14929.969271,20041.449313,2346.063923,191171.629746,3.2548695202985414,7359.608442,119.06702299999999,25443.898297,9.993235952621443,411.951865,0.0,13.309453045311177,68777.255251,165727.731449,2024Q3,2024
943,002907,华森制药,29775.319104000002,19189.535778999998,13558.915857,7009.550684000001,2338.041281,187583.88211500001,1.3170693665682833,6490.218755,126.859545,23118.153254,0.5599754320836019,239.936425,0.0,12.324168256538803,67502.648202,164465.72886099998,2024H1,2024
944,002907,华森制药,45655.292938,17484.258130000002,14012.541163,12060.608218000001,1019.0518900000001,191754.9589,3.5699349709811736,6436.322538,104.71470699999999,25755.131062,12.379217783251436,868.8989460000001,0.0,13.431272499936375,68163.163232,165999.827838,2024FY,2024
947,002907,华森制药,29707.838494,22098.929095,12782.378851000001,25049.939725,1052.996844,195356.239247,1.8780637369999158,6846.526959999999,94.63775,25306.530537,-0.9855784030499385,455.074276,0.0,12.954042642581543,72198.68447000001,170049.70870999998,2025Q1,2025
949,002907,华森制药,30296.894777999998,20732.593504,12409.377696,29042.942464999996,928.0829789999999,199770.07670499998,4.179875112997658,6566.067368999999,160.408728,28766.346308999997,10.10838838358899,695.062258,0.0,14.399727318260581,71859.155292,171003.730396,2025Q3,2025
951,002907,华森制药,28455.338423,21210.806765999998,12078.430942,24098.805480000003,928.0829789999999,202073.30114300002,5.381004122235518,7346.896262,114.52758500000002,31187.460176,21.03247358019857,1080.263402,0.0,15.433736173751006,71470.233305,170885.840967,2025H1,2025
952,000999,华润三九,314970.892694,408732.387481,249886.853092,121878.061119,94609.194081,2712278.169916,10.516222756311759,144946.783906,0.0,958936.699999,9.129025652333661,101227.218752,16850.0,35.35539645731464,1376143.538812,1753341.4699169998,2022FY,2022
955,000999,华润三九,533011.556597,685741.627669,433701.703456,0.0,108287.67748800002,3787985.401608,39.660652938312545,238030.66385,0.0,1472879.123719,52.21952679823379,161161.987896,143405.78761,38.88291446671792,1491246.5539,2315106.277889,2023Q1,2023
956,000999,华润三九,661414.318368,607627.129521,489044.76095200004,68139.780226,98246.564227,3869806.059521,42.677329428966665,230914.82626799998,0.0,1507119.151752,37.196659761020726,137265.002435,83856.337905,38.94559904478907,1517568.923516,2362686.9077689997,2023Q3,2023
959,000999,华润三九,669961.62548,658247.231066,20240.027693,8000.0,96289.959428,3886556.2543809996,43.29489863871031,234617.798074,0.0,1589109.882027,47.19302751951472,143596.30405799998,102651.411395,40.88735060082368,1465021.404814,2297446.372354,2023H1,2023
961,000999,华润三九,677077.262449,618220.712931,511249.644272,145601.43766,53779.608267999996,4014845.5933080004,48.02484633913272,236524.90886999998,0.0,1588658.199666,49.2842633563916,165015.241383,88565.067742,39.56959645755735,1562602.105297,2426187.393642,2023FY,2023
962,000999,华润三九,702623.138659,633256.850137,498163.086195,180366.938157,58857.658014,4124767.443365,2.737884870098593,235883.457415,0.0,1552131.909777,-2.645604405051802,178179.373577,91430.596283,37.629561692592425,1698984.701658,2572635.533588,2024Q1,2024
964,000999,华润三九,614265.5627850001,644104.711047,505713.01190299995,270398.29,63163.271188,4076992.3351379996,1.5479235847472266,235640.39432,0.0,1470588.8352040001,-5.124804485212866,146144.957353,82160.943411,36.070434141599215,1710357.7922379998,2606403.499934,2024Q3,2024
966,000999,华润三九,548200.6798479999,647005.213225,28614.685901,250000.0,64633.702591999994,4069826.646118,1.3694437689370411,238219.970912,0.0,1532439.6836879998,-2.852123324092694,147380.354883,90552.26713,37.65368446711891,1654210.519099,2537386.96243,2024H1,2024
969,000999,华润三九,501683.29641899996,661024.5394359999,36038.534518,167733.436926,30671.761499,4008197.2320769997,-0.16559444383321262,232301.442267,5.676,1482565.89531,5.084989699774237,186086.307245,85556.742027,36.98834686689687,1612109.3176129998,2525631.3367669997,2024FY,2024
970,000999,华润三九,790514.793955,768069.674482,671011.594633,264794.163928,62183.395023000005,5784639.536638,44.32023180756674,287131.565558,6379.2475,2250769.846769,48.487461826628184,152815.292197,247101.039749,38.90942266174695,1739116.696061,3533869.689869,2025Q1,2025
972,000999,华润三九,562322.618703,766606.412722,638694.735653,295188.02467199997,72187.549345,5656398.180622,41.120754621421725,228366.608147,6515.411426,1918458.191676,6.783907848057931,98699.03414199999,180780.645478,33.916604355194785,1725583.952706,3737939.988946,2025Q3,2025
974,000999,华润三九,640785.167573,764543.339909,42165.493803,120605.23446099999,65290.122549,5725989.254936,42.85697343213975,255137.135339,7720.190959999999,1957941.6263909999,17.21105131689871,117877.85451300001,289553.48387,34.19394517206239,1744659.7574540002,3768047.6285449998,2025H1,2025
976,000790,华神科技,14463.773497999999,41272.995809,10183.340232999999,0.0,1921.1786530000002,167705.84461600002,23.673121468742217,16441.349658000003,40.1651,67156.13529199999,67.42108988490936,2357.373434,7209.6948,40.044004098824914,20860.055797,100549.709324,2022FY,2022
978,000790,华神科技,24420.950901,41095.704261,10568.394638,0.0,3059.291741,194384.998016,15.908302695763442,19367.252607,49.5,90053.88828099999,26.706414355068524,3009.1852879999997,18700.0,46.32759173811735,21187.367113999997,104331.109735,2023Q1,2023
981,000790,华神科技,24665.852193000002,42313.245514,15137.237980000002,0.0,8575.362095999999,211311.778632,26.00143967304509,20650.472038,40.1651,104051.364563,74.87050593263339,2450.738592,26300.0,49.240683712291165,22340.581032,107260.414069,2023Q3,2023
982,000790,华神科技,28436.029651,46877.838445,11230.730779000001,0.0,5053.500338,196966.354571,17.447519507741937,19618.378146,40.1651,91171.32039,41.570812062790566,475.870538,21929.075,46.2877635058914,21710.700193,105795.034181,2023H1,2023
984,000790,华神科技,21117.987215,47974.999813,10833.097216,0.0,14792.932306,213347.88550499998,27.215533837540136,19750.037790000002,42.1733,105708.638708,73.81552665706472,4121.736046,27635.288332999997,49.54754459261919,22997.666095,107639.246797,2023FY,2023
986,000790,华神科技,20725.61106,40710.690499000004,10242.559814,0.0,17565.460332,213173.374969,-0.08179623415855099,16311.194224,2.343292,105110.28457100001,-2.5714389662153407,5084.268852,25700.0,49.30741683209045,23225.641569,108063.090398,2024Q1,2024
988,000790,华神科技,14547.660846,40671.398397000004,10824.628017,0.0,24043.957353,214437.167582,0.5105661461896619,15766.679315000001,1.05,104935.350686,-10.761612531141356,5135.330527,31690.0,48.93524376825818,22947.88912,109501.816896,2024Q3,2024
990,000790,华神科技,14715.014105000002,46255.70317,11463.919340999999,0.0,22764.534324,218338.53168200003,2.3392058305087287,18050.230794,2.1,108365.70866199999,-7.551238370057275,6991.058683,24019.516945,49.631967306544695,23908.566461000002,109972.82302000001,2024H1,2024
992,000790,华神科技,20946.727968,45199.989372000004,11261.733423,656.009153,24966.799812,224923.896754,5.425885155411446,24598.633847999998,44.2819,118125.784914,6.097494335169422,3685.618287,39846.079154,52.518112401011166,21589.705282,106798.11184,2024FY,2024
994,000790,华神科技,16829.827455000002,36156.537382,11304.089261,656.009153,23662.017371,213099.683261,-5.256984101574663,18813.691182,44.2819,107740.39554000001,-11.431629220325263,3037.385107,35697.485542,50.55868403522771,20130.462306999998,105359.287721,2025Q1,2025
996,000790,华神科技,14857.557724,27015.62515,6017.28434,656.009153,23763.691842,186170.492685,-17.229562811364907,14143.326328000001,44.2819,91188.03717699999,-20.88953130407008,2183.90961,24253.59125,48.98092918048507,11811.176521,94982.455508,2025Q3,2025
998,000790,华神科技,18925.550559,32879.383204000005,9745.266103,656.009153,23333.573528999998,208707.473306,-7.2097379078115225,16689.246318999998,44.2819,106950.28632,-7.494646246551068,4076.8332530000002,25932.137083,51.24410957876579,16105.303419,101757.186986,2025H1,2025
1001,000590,启迪药业,23542.13687,2436.955997,11822.284195,2510.863889,1520.873568,116675.385492,20.5541239369229,5042.862066,0.0,46425.998370999994,45.155669718032144,5613.394926,2582.457229,39.7907392165276,-6096.566694,70249.387121,2022FY,2022
1002,000590,启迪药业,18492.723802,1886.7109010000001,13336.44837,2009.8333329999998,2065.208493,116086.461418,-0.5047543417290662,6112.361242,0.0,45176.223236,-4.895263993657142,5669.686232999999,3500.0,38.91601370579387,-5438.086655,70910.238182,2023Q1,2023
1005,000590,启迪药业,15622.254975,1475.083063,12246.239419,5500.0,3019.541409,111744.392278,-4.2262497725692985,3866.005272,0.0,40855.630107,-20.513167544360996,5511.135435,500.0,36.56168267071382,-5453.551716,70888.76217100001,2023Q3,2023
1006,000590,启迪药业,20037.104124,1579.2136369999998,12609.579006,2510.863889,2054.823837,112419.945152,-3.647247722435664,4223.438875,0.0,41543.207381,-18.262278658517587,5904.250171,1000.0,36.953591575614574,-5458.31261,70876.737771,2023H1,2023
1009,000590,启迪药业,18976.984603999997,2154.814615,13008.666221,2510.863889,2383.4157210000003,115112.09016600001,-1.3626637333573082,4758.820048,0.0,42291.789677999994,-8.3441783086692,5012.178003,2582.457229,36.739659246055,-3571.6444619999997,72820.300488,2023FY,2023
1011,000590,启迪药业,16659.861901,1625.823387,14983.803705000002,0.0,2574.653974,116347.90144300001,1.0735720941370024,4627.849375,0.0,44319.249813,7.134234697897128,5997.858087,2473.792,38.09200618432507,-4400.07839,72028.65163,2024Q1,2024
1012,000590,启迪药业,16035.567025999999,973.3186099999999,14690.669302,3000.0,3129.848477,110748.93890699999,-3.790350124765734,4352.8787409999995,0.0,40716.983557,-12.412971766911081,4933.219741,549.24563,36.76512295182491,-6417.091141,70031.95535,2024Q3,2024
1014,000590,启迪药业,18066.960544999998,1404.010422,14763.263771000002,2000.0,3349.09815,112855.629941,-1.960228696869306,3887.378522,0.0,42327.973154,-0.6166423255409538,5650.218398,473.792,37.50630179117224,-5911.1074659999995,70527.656787,2024H1,2024
1017,000590,启迪药业,17729.172442,763.346983,12478.340623,1567.9726150000001,881.240002,101341.746923,-11.96255165130107,3888.8992,0.0,41218.451743,-5.027636312242385,4533.295171,75.45363,40.67272668421435,-16118.79675,60123.295179999994,2024FY,2024
1018,000590,启迪药业,14494.832213,739.334268,13339.749387,0.0,1145.0881689999999,102190.965424,0.8379749972587669,3150.8962109999998,0.0,43693.79447,7.915102410368416,5542.418058,3000.0,42.757003311114936,-17744.412883,58497.170953999994,2025Q1,2025
1020,000590,启迪药业,15573.068390999999,323.45788999999996,11490.518111,3300.0,2560.668386,94558.92992000001,-6.693013697655726,3030.882786,0.0,35973.676486000004,-31.236525940554316,2434.751116,75.45363,38.043658612079184,-17600.857197,58585.253434000006,2025Q3,2025
1022,000590,启迪药业,21654.230541,380.78868900000003,12863.992198,0.0,1839.3092649999999,100920.237973,-0.41592824556327,3520.9314799999997,0.0,42523.296915,-1.2035001846350817,5020.296195,3000.0,42.135549587563006,-17835.802388999997,58396.941058000004,2025H1,2025
1025,002198,嘉应制药,18385.80339,14602.680041,8228.481635,5026.082192,0.0,84665.09772599999,4.869496954771358,1897.5313809999998,13.100916999999999,11823.296276000001,-5.64692220276671,1098.562858,0.0,13.964781939145107,7027.862931999999,72841.80145,2022FY,2022
1026,002198,嘉应制药,18196.372191,14704.213294,8343.774343000001,5000.0,0.0,83119.097173,-1.82601874269759,1671.9044800000001,11.229357,9058.698818,-33.291733531927306,370.56734700000004,0.0,10.89845670381341,8246.459837,74060.398355,2023Q1,2023
1028,002198,嘉应制药,10564.783935,12581.440847,9204.147917,18000.0,79.315105,82946.218171,-2.03021032416778,1035.969306,7.486236999999999,7768.556609,-48.769720839064505,168.92506799999998,0.0,9.365775535401173,9518.466763,75177.661562,2023Q3,2023
1031,002198,嘉应制药,21316.410581,13267.27779,8099.386126,6000.0,0.0,82198.606388,-2.913232730188596,968.301804,9.357797,7686.694522,-49.794541195485124,222.698659,0.0,9.35136842310524,8852.717067,74511.911866,2023H1,2023
1033,002198,嘉应制药,13350.691966,9758.479174,5091.626978,20052.9953,166.07698100000002,84756.311321,0.10773458892730642,915.6200349999999,104.67128100000001,8457.846526000001,-40.51766358501382,221.053873,0.0,9.979016776659094,10459.886396,76298.464795,2023FY,2023
1035,002198,嘉应制药,11850.398073,9365.674781,8994.431451,22037.4828,201.051206,84495.447147,-0.3077814146630612,1293.149369,3.743117,7678.763568,-15.679563970595092,610.224779,0.0,9.087783812352585,10978.10518,76816.68357899999,2024Q1,2024
1036,002198,嘉应制药,21689.121773,9347.686966,8715.897046,8012.744065999999,1698.464127,79601.30093,-6.082155193701488,232.708737,104.67128100000001,5553.05078,-58.63915184982748,64.610703,0.0,6.976080434769849,8209.671751,74048.25015,2024Q3,2024
1039,002198,嘉应制药,17151.932883,9902.490773,9743.199,14016.294751,670.552412,81604.524357,-3.7186457443424437,1390.693933,104.67128100000001,7276.834809999999,-23.697716429608988,247.718487,0.0,8.917195299326313,8489.111148,74327.689547,2024H1,2024
1041,002198,嘉应制药,33614.115438,7699.147427,5166.0825780000005,20052.9953,2905.601797,83882.045171,-1.0315056617894363,1260.757655,104.67128100000001,8059.969661,-7.648171853909455,287.991451,0.0,9.608694738628667,9929.052482,75822.07551,2024FY,2024
1042,002198,嘉应制药,26496.017644,13157.110723,7429.487518000001,349.0376,3134.038436,81263.591809,-3.121589795124906,1160.661768,0.0,8848.790221,17.3808409153398,192.63904,0.0,10.888997180678382,11469.3782,72414.801588,2025Q1,2025
1045,002198,嘉应制药,12789.292327,13569.679166999998,8539.063505,1.2294,3506.83916,77472.64004500001,-7.640973837647773,971.481831,0.0,6571.800522,-32.483556135582056,273.55039700000003,0.0,8.482737284004736,12108.482252,70900.839523,2025Q3,2025
1047,002198,嘉应制药,20125.993375,13701.125322,8307.741275,479.3858,3280.370185,79072.162346,-5.734102948008351,1182.7778130000002,0.0,7478.243041,-12.641047599741473,277.814549,0.0,9.457491510447229,11937.30843,71593.91930499999,2025H1,2025
1048,002287,奇正藏药,43757.137917,10241.840981,12777.413444,47725.332361,53308.31527,588664.4252439999,5.727451545867139,6353.044599,0.0,249899.02177,3.987063094546072,10215.937591,70172.638888,42.451864093267986,178480.234603,338765.403474,2022FY,2022
1051,002287,奇正藏药,15514.050455,17457.260499,15485.460747,201028.66722899998,55838.850859000006,598398.016462,1.653504237828793,5073.664725,0.0,250454.591964,-8.295982748144102,5309.503919,70251.763889,41.85418151029326,187756.550336,347943.424498,2023Q1,2023
1053,002287,奇正藏药,22390.800202000002,20136.594193,16381.973800999998,204886.303652,73172.826274,639506.9355949999,8.6246335262698,7120.795342,0.0,283347.641125,12.386331816831419,5088.02427,105044.21777799999,44.30720377744961,195852.857679,356159.29446999996,2023Q3,2023
1054,002287,奇正藏药,43757.137917,10241.840981,12777.413444,47725.332361,53308.31527,588664.4252439999,-0.011315119532713426,6353.044599,0.0,249899.02177,0.0,10215.937591,70172.638888,42.451864093267986,178480.234603,338765.403474,2023H1,2023
1057,002287,奇正藏药,40343.416914,7580.374172,15633.292324000002,135512.858715,30275.023216,629847.859358,6.969718415637349,25560.307192,0.0,252833.449993,-8.448594124798326,7388.904035,45151.836112,40.14198766202231,210414.41129400002,377014.409365,2023FY,2023
1059,002287,奇正藏药,35724.186672,24128.691221,16901.857330000003,220834.520547,32076.387280000003,676539.135456,7.413103879656292,24687.428932,0.0,289608.488725,28.56290893063812,9903.911184,89159.609168,42.807351939780766,220160.49502800003,386930.646731,2024Q1,2024
1060,002287,奇正藏药,31587.542380000003,24957.711664,18011.823252000002,303702.87748699996,38511.744587,652975.78333,3.671985802345056,17053.332537000002,0.0,261899.34182899998,9.581018282159892,8491.97993,75377.71715299999,40.108584194866175,224303.676693,391076.441501,2024Q3,2024
1063,002287,奇正藏药,87574.594624,33391.413834,16434.215671,216287.23888400002,37625.992429000005,674417.751399,7.07629491452583,17077.874347,0.0,290034.296438,32.94790087760228,7310.409179,75424.626876,43.005139742593975,217534.660098,384383.454961,2024H1,2024
1065,002287,奇正藏药,18959.14935,9450.55665,18532.823631,231156.96440599998,29455.856144999998,679042.036707,7.810485757488059,17767.703843,28.065658000000003,267710.76463499997,33.680595510605,10973.548608,81300.77940099999,39.42477050953394,238372.50785,411331.27207199996,2024FY,2024
1067,002287,奇正藏药,52308.998662,19022.866906,21935.679051,267445.378635,29805.240770999997,671475.0640520001,-1.1143599727191862,18990.689662,12.704135,264569.584576,-4.61074506318895,6703.637095,91148.025574,39.40125236810154,234256.600303,406905.479476,2025Q1,2025
1069,002287,奇正藏药,28368.424408999996,25327.258561000002,28015.761532,273843.280537,33241.574262,663834.593971,-2.23954363852761,15975.871758000001,28.065658000000003,178733.025663,-7.379346186862963,9747.279788,95537.94305,26.92433134492657,236392.44957199998,485101.568308,2025Q3,2025
1070,002287,奇正藏药,30423.204094999997,48040.029395,20586.575205,290357.787253,30224.509833999997,682900.706885,0.5682520329245799,17926.984757,28.065658000000003,274250.776609,1.0720113112417116,8006.410759,80628.14560399999,40.15968556541319,242381.073146,408649.930276,2025H1,2025
1073,002773,康弘药业,358536.88047699997,14961.991516,33096.394925,10000.0,47587.739645999995,772072.994131,10.992542366822939,40954.312799,201.270594,81385.134577,3.93894906072995,914.22455,0.0,10.541119194125203,350859.034436,690687.859554,2022FY,2022
1074,002773,康弘药业,213776.590648,21930.511258000002,34273.442094,168657.0,46562.011362,789762.703938,2.291196550257596,33782.773294,622.885687,71332.30129500001,-12.538621592218666,371.345746,0.0,9.032118247584393,378243.082947,718430.402643,2023Q1,2023
1077,002773,康弘药业,252686.39563299998,18350.156336,37707.212986,196997.0,17139.502631,839233.2820840001,8.698696685873818,30144.888972000004,400.343896,79675.122887,3.3596787657384386,683.572293,0.0,9.493799231740336,418722.675498,759558.159197,2023Q3,2023
1079,002773,康弘药业,298100.998435,18235.537576,36606.638976999995,28000.0,23048.110441,801719.6272689999,3.839874385370573,34028.175011,265.4739,72661.392523,-8.497736989850639,623.4862889999999,0.0,9.063192424328664,388972.239762,729058.234746,2023H1,2023
1081,002773,康弘药业,470214.27046,16040.661447999999,4916.275133,10000.0,16654.180979,852968.09107,10.477648817395915,34402.988860000005,388.26842,71776.386241,-5.6552412246975,510.035122,0.0,8.41489699233187,438099.44993500004,781191.704829,2023FY,2023
1083,002773,康弘药业,311296.218464,17017.440415,40155.475451,195079.0,16515.133202,883334.8358090001,3.5601266983981485,25597.321444,1626.8754880000001,64997.733112,-9.158542378477637,666.798225,0.0,7.35822142149211,475451.597241,818337.102697,2024Q1,2024
1084,002773,康弘药业,332505.881152,17408.807423,40442.300552999994,222000.0,8955.17085,921282.909344,8.009070795169256,24373.557647,485.35025199999995,77824.87080599999,12.386366070409467,381.590229,0.0,8.44744540647294,500530.977487,843458.038538,2024Q3,2024
